Dates,2017,2018,2019,2020,2021,2022,2023,2024,2025
20/07/2021,,,,,6.3223,3.7422,3.2500,3.0350,3.0000
21/07/2021,,,,,6.3279,3.7526,3.2500,3.0350,3.0000
22/07/2021,,,,,6.3384,3.7526,3.2500,3.0800,3.0000
23/07/2021,,,,,6.5608,3.8000,3.2500,3.0001,3.0000
26/07/2021,,,,,6.6185,3.8000,3.2500,3.0001,3.0000
27/07/2021,,,,,6.6391,3.8000,3.2500,3.0001,3.0000
28/07/2021,,,,,6.6397,3.8016,3.2500,3.0001,3.0000
29/07/2021,,,,,6.6485,3.8016,3.2500,3.0001,3.0000
30/07/2021,,,,,6.7938,3.8147,3.2500,3.0001,3.0000
02/08/2021,,,,,6.8215,3.8148,3.2500,3.0000,3.0000
03/08/2021,,,,,6.8366,3.8148,3.2500,3.0000,3.0000
04/08/2021,,,,,6.8366,3.8149,3.2500,3.0000,3.0000
05/08/2021,,,,,6.8418,3.8149,3.2500,3.0000,3.0000
06/08/2021,,,,,6.8843,3.8356,3.2500,3.0000,3.0000
09/08/2021,,,,,6.8845,3.8148,3.2500,3.0000,3.0000
10/08/2021,,,,,6.9374,3.8760,3.2500,3.0000,3.0000
11/08/2021,,,,,6.9587,3.8961,3.2500,3.0000,3.0000
12/08/2021,,,,,6.9800,3.8961,3.2500,3.0001,3.0000
13/08/2021,,,,,7.0509,3.8967,3.2500,3.0000,3.0000
16/08/2021,,,,,7.0651,3.9012,3.2500,3.0000,3.0000
17/08/2021,,,,,7.0759,3.9068,3.2500,3.0000,3.0000
18/08/2021,,,,,7.0759,3.9129,3.2500,3.0000,3.0000
19/08/2021,,,,,7.0836,3.9129,3.2500,3.0000,3.0000
20/08/2021,,,,,7.1078,3.9255,3.2500,3.0000,3.0000
23/08/2021,,,,,7.1185,3.9270,3.2500,3.0000,3.0000
24/08/2021,,,,,7.1401,3.9270,3.2500,3.0000,3.0000
25/08/2021,,,,,7.1626,3.9386,3.2500,3.0000,3.0000
26/08/2021,,,,,7.1721,3.9386,3.2500,3.0000,3.0000
27/08/2021,,,,,7.2678,3.9490,3.2500,3.0000,3.0000
30/08/2021,,,,,7.3527,3.9537,3.2500,3.0350,3.0000
31/08/2021,,,,,7.3750,3.9490,3.2500,3.0350,3.0000
01/09/2021,,,,,7.3962,3.9701,3.2500,3.0100,3.0000
02/09/2021,,,,,7.4600,3.9745,3.2500,3.0100,3.0000
03/09/2021,,,,,7.5771,3.9795,3.2500,3.0000,3.0000
06/09/2021,,,,,7.5882,3.9795,3.2500,3.0050,3.0000
08/09/2021,,,,,7.6000,3.9795,3.2500,3.0050,3.0000
09/09/2021,,,,,7.9091,4.0005,3.2500,3.0000,3.0000
10/09/2021,,,,,7.9954,4.0264,3.2500,3.0305,3.0000
13/09/2021,,,,,8.1223,4.0472,3.2500,3.0010,3.0000
14/09/2021,,,,,8.1241,4.0520,3.2500,3.0005,3.0000
15/09/2021,,,,,8.1828,4.0835,3.2500,3.0010,3.0000
16/09/2021,,,,,8.1988,4.0835,3.2500,3.0600,3.0000
17/09/2021,,,,,8.3490,4.1046,3.2500,3.0000,3.0000
20/09/2021,,,,,8.3496,4.1046,3.2500,3.0000,3.0000
21/09/2021,,,,,8.3602,4.1046,3.2500,3.0000,3.0000
22/09/2021,,,,,8.3705,4.1045,3.2500,3.0000,3.0000
23/09/2021,,,,,8.3778,4.1047,3.2500,3.0000,3.0000
24/09/2021,,,,,8.4459,4.1217,3.2500,3.0000,3.0000
27/09/2021,,,,,8.4712,4.1146,3.2500,3.0000,3.0000
28/09/2021,,,,,8.4788,4.1217,3.2500,3.0000,3.0000
29/09/2021,,,,,8.4853,4.1234,3.2500,3.0000,3.0000
30/09/2021,,,,,8.4943,4.1234,3.2500,3.0000,3.0000
01/10/2021,,,,,8.5102,4.1360,3.2500,3.0000,3.0000
