Dates,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
18/08/2009,,,4.3400,4.3000,4.5000,4.5000,4.5000,,,,,,,,
19/08/2009,,,4.3300,4.3000,4.5000,4.5000,4.5000,,,,,,,,
20/08/2009,,,4.3200,4.3000,4.5000,4.5000,4.5000,,,,,,,,
21/08/2009,,,4.3200,4.3000,4.5000,4.5000,4.5000,,,,,,,,
24/08/2009,,,4.2900,4.3000,4.5000,4.5000,4.5000,,,,,,,,
25/08/2009,,,4.2900,4.3000,4.5000,4.5000,4.5000,,,,,,,,
26/08/2009,,,4.2900,4.3000,4.5000,4.5000,4.5000,,,,,,,,
27/08/2009,,,4.2900,4.3000,4.5000,4.5000,4.5000,,,,,,,,
28/08/2009,,,4.2900,4.3000,4.5000,4.5000,4.5000,,,,,,,,
31/08/2009,,,4.3000,4.3000,4.5000,4.5000,4.5000,,,,,,,,
01/09/2009,,,4.3000,4.3000,4.5000,4.5000,4.5000,,,,,,,,
02/09/2009,,,4.3000,4.3000,4.5000,4.5000,4.5000,,,,,,,,
03/09/2009,,,4.3000,4.3000,4.5000,4.5000,4.5000,,,,,,,,
04/09/2009,,,4.3000,4.3000,4.5000,4.5000,4.5000,,,,,,,,
08/09/2009,,,4.3000,4.3000,4.5000,4.5000,4.5000,,,,,,,,
09/09/2009,,,4.3100,4.3000,4.5000,4.5000,4.5000,,,,,,,,
10/09/2009,,,4.3000,4.3300,4.5000,4.5000,4.5000,,,,,,,,
11/09/2009,,,4.3000,4.3500,4.5000,4.5000,4.5000,,,,,,,,
14/09/2009,,,4.3000,4.3600,4.5000,4.5000,4.5000,,,,,,,,
15/09/2009,,,4.3000,4.3500,4.5000,4.5000,4.5000,,,,,,,,
16/09/2009,,,4.3000,4.3500,4.5000,4.5000,4.5000,,,,,,,,
17/09/2009,,,4.3000,4.3000,4.5000,4.5000,4.5000,,,,,,,,
18/09/2009,,,4.3100,4.3000,4.5000,4.5000,4.5000,,,,,,,,
21/09/2009,,,4.3000,4.3500,4.5000,4.5000,4.5000,,,,,,,,
22/09/2009,,,4.3000,4.4000,4.5000,4.5000,4.5000,,,,,,,,
23/09/2009,,,4.3000,4.4000,4.5000,4.5000,4.5000,,,,,,,,
24/09/2009,,,4.3000,4.4000,4.5000,4.5000,4.5000,,,,,,,,
25/09/2009,,,4.3000,4.4000,4.5000,4.5000,4.5000,,,,,,,,
28/09/2009,,,4.3000,4.4000,4.5000,4.5000,4.5000,,,,,,,,
29/09/2009,,,4.3000,4.4000,4.5000,4.5000,4.5000,,,,,,,,
30/09/2009,,,4.3000,4.4000,4.5000,4.5000,4.5000,,,,,,,,
01/10/2009,,,4.3000,4.4000,4.5000,4.5000,4.5000,,,,,,,,
02/10/2009,,,4.3100,4.4000,4.5000,4.5000,4.5000,,,,,,,,
05/10/2009,,,4.3100,4.4000,4.5000,4.5000,4.5000,,,,,,,,
06/10/2009,,,4.3100,4.4000,4.5000,4.5000,4.5000,,,,,,,,
07/10/2009,,,4.3100,4.4000,4.5000,4.5000,4.5000,,,,,,,,
08/10/2009,,,4.3000,4.4000,4.5000,4.5000,4.5000,,,,,,,,
09/10/2009,,,4.2900,4.4000,4.5000,4.5000,4.5000,,,,,,,,
13/10/2009,,,4.2900,4.4000,4.5000,4.5000,4.5000,,,,,,,,
14/10/2009,,,4.3000,4.4000,4.5000,4.5000,4.5000,,,,,,,,
15/10/2009,,,4.3000,4.4200,4.5000,4.5000,4.5000,,,,,,,,
16/10/2009,,,4.3000,4.4200,4.5000,4.5000,4.5000,,,,,,,,
19/10/2009,,,4.3000,4.4400,4.5000,4.5000,4.5000,,,,,,,,
20/10/2009,,,4.3000,4.4400,4.5000,4.5000,4.5000,,,,,,,,
21/10/2009,,,4.3000,4.4400,4.5000,4.5000,4.5000,,,,,,,,
22/10/2009,,,4.2900,4.4800,4.5000,4.5000,4.5000,,,,,,,,
23/10/2009,,,4.2900,4.5000,4.5000,4.5000,4.5000,,,,,,,,
26/10/2009,,,4.2900,4.5000,4.5000,4.5000,4.5000,,,,,,,,
27/10/2009,,,4.2900,4.5000,4.5000,4.5000,4.5000,,,,,,,,
28/10/2009,,,4.2900,4.5000,4.5000,4.5000,4.5000,,,,,,,,
29/10/2009,,,4.2800,4.4500,4.5000,4.5000,4.5000,,,,,,,,
30/10/2009,,,4.2700,4.4500,4.5000,4.5000,4.5000,,,,,,,,
03/11/2009,,,4.2700,4.4500,4.5000,4.5000,4.5000,,,,,,,,
04/11/2009,,,4.2700,4.4500,4.5000,4.5000,4.5000,,,,,,,,
05/11/2009,,,4.2700,4.4500,4.5000,4.5000,4.5000,,,,,,,,
06/11/2009,,,4.2700,4.4600,4.5000,4.5000,4.5000,,,,,,,,
09/11/2009,,,4.2500,4.4900,4.5000,4.5000,4.5000,,,,,,,,
10/11/2009,,,4.2500,4.4600,4.5000,4.5000,4.5000,,,,,,,,
11/11/2009,,,4.2700,4.4600,4.5000,4.5000,4.5000,,,,,,,,
12/11/2009,,,4.2700,4.4500,4.5000,4.5000,4.5000,,,,,,,,
13/11/2009,,,4.2600,4.4100,4.5000,4.5000,4.5000,,,,,,,,
16/11/2009,,,4.2600,4.4100,4.5000,4.5000,4.5000,,,,,,,,
17/11/2009,,,4.2700,4.4100,4.5000,4.5000,4.5000,,,,,,,,
18/11/2009,,,4.2600,4.4300,4.5000,4.5000,4.5000,,,,,,,,
19/11/2009,,,4.2600,4.4300,4.5000,4.5000,4.5000,,,,,,,,
20/11/2009,,,4.2600,4.4300,4.5000,4.5000,4.5000,,,,,,,,
23/11/2009,,,4.2500,4.4100,4.5000,4.5000,4.5000,,,,,,,,
24/11/2009,,,4.2500,4.4100,4.5000,4.5000,4.5000,,,,,,,,
25/11/2009,,,4.2500,4.4500,4.5000,4.5000,4.5000,,,,,,,,
26/11/2009,,,4.2500,4.4600,4.5000,4.5000,4.5000,,,,,,,,
27/11/2009,,,4.2500,4.4600,4.5000,4.5000,4.5000,,,,,,,,
30/11/2009,,,4.2500,4.4600,4.5000,4.5000,4.5000,,,,,,,,
01/12/2009,,,4.2500,4.4600,4.5000,4.5000,4.5000,,,,,,,,
02/12/2009,,,4.2600,4.4600,4.5000,4.5000,4.5000,,,,,,,,
03/12/2009,,,4.2600,4.4600,4.5000,4.5000,4.5000,,,,,,,,
04/12/2009,,,4.2600,4.4800,4.5000,4.5000,4.5000,,,,,,,,
07/12/2009,,,4.2600,4.4600,4.5000,4.5000,4.5000,,,,,,,,
08/12/2009,,,4.2600,4.4600,4.5000,4.5000,4.5000,,,,,,,,
09/12/2009,,,4.3100,4.5000,4.5000,4.5000,4.5000,,,,,,,,
10/12/2009,,,4.3100,4.5000,4.5000,4.5000,4.5000,,,,,,,,
11/12/2009,,,4.3100,4.5000,4.5000,4.5000,4.5000,,,,,,,,
14/12/2009,,,4.3100,4.5000,4.5000,4.5000,4.5000,,,,,,,,
15/12/2009,,,4.3100,4.5000,4.5000,4.5000,4.5000,,,,,,,,
16/12/2009,,,4.3100,4.5000,4.5000,4.5000,4.5000,,,,,,,,
17/12/2009,,,4.3000,4.5000,4.5000,4.5000,4.5000,,,,,,,,
18/12/2009,,,4.2900,4.5000,4.5000,4.5000,4.5000,,,,,,,,
21/12/2009,,,4.2900,4.5000,4.5000,4.5000,4.5000,,,,,,,,
22/12/2009,,,4.2800,4.5000,4.5000,4.5000,4.5000,,,,,,,,
23/12/2009,,,4.2800,4.5000,4.5000,4.5000,4.5000,,,,,,,,
24/12/2009,,,4.2800,4.5000,4.5000,4.5000,4.5000,,,,,,,,
28/12/2009,,,4.2800,4.5000,4.5000,4.5000,4.5000,,,,,,,,
29/12/2009,,,4.2800,4.5000,4.5000,4.5000,4.5000,,,,,,,,
30/12/2009,,,4.2800,4.5000,4.5000,4.5000,4.5000,,,,,,,,
31/12/2009,,,4.2800,4.5000,4.5000,4.5000,4.5000,,,,,,,,
04/01/2010,,,4.2900,4.5000,4.5000,4.5000,4.5000,,,,,,,,
05/01/2010,,,4.2900,4.5000,4.5000,4.5000,4.5000,,,,,,,,
06/01/2010,,,4.2900,4.5000,4.5000,4.5000,4.5000,,,,,,,,
07/01/2010,,,4.2900,4.5000,4.5000,4.5000,4.5000,,,,,,,,
08/01/2010,,,4.2900,4.5000,4.5000,4.5000,4.5000,,,,,,,,
11/01/2010,,,4.2900,4.5000,4.5000,4.5000,4.5000,,,,,,,,
12/01/2010,,,4.2900,4.5000,4.5000,4.5000,4.5000,,,,,,,,
13/01/2010,,,,4.5000,4.5000,4.5000,4.5000,4.5000,,,,,,,
14/01/2010,,,,4.5000,4.5000,4.5000,4.5000,4.5000,,,,,,,
15/01/2010,,,,4.5000,4.5000,4.5000,4.5000,4.5000,,,,,,,
18/01/2010,,,,4.5200,4.5000,4.5000,4.5000,4.5000,,,,,,,
19/01/2010,,,,4.5200,4.5000,4.5000,4.5000,4.5000,,,,,,,
20/01/2010,,,,4.5200,4.5000,4.5000,4.5000,4.5000,,,,,,,
21/01/2010,,,,4.5900,4.5000,4.5000,4.5000,4.5000,,,,,,,
22/01/2010,,,,4.6000,4.5000,4.5000,4.5000,4.5000,,,,,,,
25/01/2010,,,,4.6000,4.5000,4.5000,4.5000,4.5000,,,,,,,
26/01/2010,,,,4.6000,4.5000,4.5000,4.5000,4.5000,,,,,,,
27/01/2010,,,,4.6000,4.5000,4.5000,4.5000,4.5000,,,,,,,
28/01/2010,,,,4.6000,4.5000,4.5000,4.5000,4.5000,,,,,,,
29/01/2010,,,,4.6200,4.5000,4.5000,4.5000,4.5000,,,,,,,
01/02/2010,,,,4.6200,4.5000,4.5000,4.5000,4.5000,,,,,,,
02/02/2010,,,,4.6200,4.5000,4.5000,4.5000,4.5000,,,,,,,
03/02/2010,,,,4.6300,4.5000,4.5000,4.5000,4.5000,,,,,,,
04/02/2010,,,,4.6500,4.5000,4.5000,4.5000,4.5000,,,,,,,
05/02/2010,,,,4.7800,4.5000,4.5000,4.5000,4.5000,,,,,,,
08/02/2010,,,,4.7800,4.5000,4.5000,4.5000,4.5000,,,,,,,
09/02/2010,,,,4.8000,4.5000,4.5000,4.5000,4.5000,,,,,,,
10/02/2010,,,,4.8000,4.5000,4.5000,4.5000,4.5000,,,,,,,
11/02/2010,,,,4.8000,4.5000,4.5000,4.5000,4.5000,,,,,,,
12/02/2010,,,,4.8000,4.5000,4.5000,4.5000,4.5000,,,,,,,
17/02/2010,,,,4.8100,4.5000,4.5000,4.5000,4.5000,,,,,,,
18/02/2010,,,,4.8300,4.5000,4.5000,4.5000,4.5000,,,,,,,
19/02/2010,,,,4.8600,4.5000,4.5000,4.5000,4.5000,,,,,,,
22/02/2010,,,,4.9100,4.5500,4.5000,4.5000,4.5000,,,,,,,
23/02/2010,,,,4.9100,4.5000,4.5000,4.5000,4.5000,,,,,,,
24/02/2010,,,,4.9100,4.5000,4.5000,4.5000,4.5000,,,,,,,
25/02/2010,,,,4.9100,4.5000,4.5000,4.5000,4.5000,,,,,,,
26/02/2010,,,,4.9100,4.5300,4.5000,4.5000,4.5000,,,,,,,
01/03/2010,,,,4.9100,4.5300,4.5000,4.5000,4.5000,,,,,,,
02/03/2010,,,,4.9100,4.5000,4.5000,4.5000,4.5000,,,,,,,
03/03/2010,,,,4.9100,4.5000,4.5000,4.5000,4.5000,,,,,,,
04/03/2010,,,,4.9200,4.5000,4.5000,4.5000,4.5000,,,,,,,
05/03/2010,,,,4.9900,4.5000,4.5000,4.5000,4.5000,,,,,,,
08/03/2010,,,,4.9900,4.5500,4.5000,4.5000,4.5000,,,,,,,
09/03/2010,,,,5.0200,4.5800,4.5000,4.5000,4.5000,,,,,,,
10/03/2010,,,,5.0200,4.6000,4.5000,4.5000,4.5000,,,,,,,
11/03/2010,,,,5.0200,4.6000,4.5000,4.5000,4.5000,,,,,,,
12/03/2010,,,,5.0300,4.6000,4.5000,4.5000,4.5000,,,,,,,
15/03/2010,,,,5.0300,4.5800,4.5000,4.5000,4.5000,,,,,,,
16/03/2010,,,,5.0300,4.5800,4.5000,4.5000,4.5000,,,,,,,
17/03/2010,,,,5.0500,4.6000,4.5000,4.5000,4.5000,,,,,,,
18/03/2010,,,,5.1000,4.6000,4.5000,4.5000,4.5000,,,,,,,
19/03/2010,,,,5.1000,4.7000,4.5000,4.5000,4.5000,,,,,,,
22/03/2010,,,,5.1700,4.7000,4.5000,4.5000,4.5000,,,,,,,
23/03/2010,,,,5.1700,4.7000,4.5000,4.5000,4.5000,,,,,,,
24/03/2010,,,,5.1700,4.7000,4.5000,4.5000,4.5000,,,,,,,
25/03/2010,,,,5.1600,4.7000,4.5000,4.5000,4.5000,,,,,,,
26/03/2010,,,,5.1600,4.7000,4.5000,4.5000,4.5000,,,,,,,
29/03/2010,,,,5.1700,4.7900,4.5000,4.5000,4.5000,,,,,,,
30/03/2010,,,,5.1700,4.7900,4.5000,4.5000,4.5000,,,,,,,
31/03/2010,,,,5.1800,4.7900,4.5000,4.5000,4.5000,,,,,,,
01/04/2010,,,,5.1800,4.7400,4.5000,4.5000,4.5000,,,,,,,
05/04/2010,,,,5.2000,4.7800,4.5000,4.5000,4.5000,,,,,,,
06/04/2010,,,,5.2000,4.7400,4.5000,4.5000,4.5000,,,,,,,
07/04/2010,,,,5.2000,4.7400,4.5000,4.5000,4.5000,,,,,,,
08/04/2010,,,,5.2500,4.7400,4.5000,4.5000,4.5000,,,,,,,
09/04/2010,,,,5.2900,4.8000,4.5000,4.5000,4.5000,,,,,,,
12/04/2010,,,,5.3100,4.8000,4.5000,4.5000,4.5000,,,,,,,
13/04/2010,,,,5.3100,4.8000,4.5000,4.5000,4.5000,,,,,,,
14/04/2010,,,,5.3100,4.8000,4.5000,4.5000,4.5000,,,,,,,
15/04/2010,,,,5.3200,4.8000,4.5000,4.5000,4.5000,,,,,,,
16/04/2010,,,,5.3200,4.8000,4.5000,4.5000,4.5000,,,,,,,
19/04/2010,,,,5.4000,4.8000,4.5000,4.5000,4.5000,,,,,,,
20/04/2010,,,,5.4100,4.8000,4.5000,4.5000,4.5000,,,,,,,
22/04/2010,,,,5.4100,4.8000,4.5000,4.5000,4.5000,,,,,,,
23/04/2010,,,,5.4100,4.8000,4.5000,4.5000,4.5000,,,,,,,
26/04/2010,,,,5.4200,4.8000,4.5000,4.5000,4.5000,,,,,,,
27/04/2010,,,,5.4200,4.8000,4.5000,4.5000,4.5000,,,,,,,
28/04/2010,,,,5.4100,4.8000,4.5000,4.5000,4.5000,,,,,,,
29/04/2010,,,,5.4100,4.8000,4.5000,4.5000,4.5000,,,,,,,
30/04/2010,,,,5.4200,4.8000,4.5000,4.5000,4.5000,,,,,,,
03/05/2010,,,,5.4400,4.8000,4.5000,4.5000,4.5000,,,,,,,
04/05/2010,,,,5.4300,4.8000,4.5000,4.5000,4.5000,,,,,,,
05/05/2010,,,,5.4500,4.8000,4.5000,4.5000,4.5000,,,,,,,
06/05/2010,,,,5.4500,4.8000,4.5000,4.5000,4.5000,,,,,,,
07/05/2010,,,,5.5000,4.8000,4.5000,4.5000,4.5000,,,,,,,
10/05/2010,,,,5.5100,4.8000,4.5000,4.5000,4.5000,,,,,,,
11/05/2010,,,,5.5100,4.8000,4.5000,4.5000,4.5000,,,,,,,
12/05/2010,,,,5.5200,4.8000,4.5000,4.5000,4.5000,,,,,,,
13/05/2010,,,,5.5200,4.8000,4.5000,4.5000,4.5000,,,,,,,
14/05/2010,,,,5.5400,4.8000,4.5000,4.5000,4.5000,,,,,,,
17/05/2010,,,,5.5400,4.8000,4.5000,4.5000,4.5000,,,,,,,
18/05/2010,,,,5.6400,4.8000,4.5000,4.5000,4.5000,,,,,,,
19/05/2010,,,,5.6500,4.8000,4.5000,4.5000,4.5000,,,,,,,
20/05/2010,,,,5.6700,4.8000,4.5000,4.5000,4.5000,,,,,,,
21/05/2010,,,,5.6700,4.8000,4.5000,4.5000,4.5000,,,,,,,
24/05/2010,,,,5.6700,4.8000,4.5000,4.5000,4.5000,,,,,,,
25/05/2010,,,,5.6600,4.8000,4.5000,4.5000,4.5000,,,,,,,
26/05/2010,,,,5.6700,4.8000,4.5000,4.5000,4.5000,,,,,,,
27/05/2010,,,,5.6600,4.8000,4.5000,4.5000,4.5000,,,,,,,
28/05/2010,,,,5.6700,4.8000,4.5000,4.5000,4.5000,,,,,,,
31/05/2010,,,,5.6700,4.8000,4.5000,4.5000,4.5000,,,,,,,
01/06/2010,,,,5.7000,4.8000,4.5000,4.5000,4.5000,,,,,,,
02/06/2010,,,,5.6500,4.8000,4.5000,4.5000,4.5000,,,,,,,
04/06/2010,,,,5.6400,4.8000,4.5000,4.5000,4.5000,,,,,,,
07/06/2010,,,,5.6400,4.8000,4.5000,4.5000,4.5000,,,,,,,
08/06/2010,,,,5.6500,4.8000,4.5000,4.5000,4.5000,,,,,,,
09/06/2010,,,,5.6100,4.8000,4.5000,4.5000,4.5000,,,,,,,
10/06/2010,,,,5.6200,4.8000,4.5000,4.5000,4.5000,,,,,,,
11/06/2010,,,,5.6100,4.8000,4.5000,4.5000,4.5000,,,,,,,
14/06/2010,,,,5.6100,4.8000,4.5000,4.5000,4.5000,,,,,,,
15/06/2010,,,,5.6100,4.8000,4.5000,4.5000,4.5000,,,,,,,
16/06/2010,,,,5.6100,4.8000,4.5000,4.5000,4.5000,,,,,,,
17/06/2010,,,,5.6100,4.8000,4.5000,4.5000,4.5000,,,,,,,
18/06/2010,,,,5.6100,4.8000,4.5000,4.5000,4.5000,,,,,,,
21/06/2010,,,,5.5900,4.8000,4.5000,4.5000,4.5000,,,,,,,
22/06/2010,,,,5.5500,4.8000,4.5000,4.5000,4.5000,,,,,,,
23/06/2010,,,,5.5500,4.8000,4.5000,4.5000,4.5000,,,,,,,
24/06/2010,,,,5.5500,4.8000,4.5000,4.5000,4.5000,,,,,,,
25/06/2010,,,,5.5500,4.8000,4.5000,4.5000,4.5000,,,,,,,
28/06/2010,,,,5.5500,4.8000,4.5000,4.5000,4.5000,,,,,,,
29/06/2010,,,,5.5500,4.8000,4.5000,4.5000,4.5000,,,,,,,
30/06/2010,,,,5.5500,4.8000,4.5000,4.5000,4.5000,,,,,,,
01/07/2010,,,,5.5500,4.8000,4.5000,4.5000,4.5000,,,,,,,
02/07/2010,,,,5.5500,4.8000,4.5000,4.5000,4.5000,,,,,,,
05/07/2010,,,,5.5500,4.8000,4.5000,4.5000,4.5000,,,,,,,
06/07/2010,,,,5.5500,4.8000,4.5000,4.5000,4.5000,,,,,,,
07/07/2010,,,,5.4500,4.8000,4.5000,4.5000,4.5000,,,,,,,
08/07/2010,,,,5.4500,4.8000,4.5000,4.5000,4.5000,,,,,,,
09/07/2010,,,,5.4500,4.8000,4.5000,4.5000,4.5000,,,,,,,
12/07/2010,,,,5.4500,4.8000,4.5000,4.5000,4.5000,,,,,,,
13/07/2010,,,,5.4500,4.8000,4.5000,4.5000,4.5000,,,,,,,
14/07/2010,,,,5.4500,4.8000,4.5000,4.5000,4.5000,,,,,,,
15/07/2010,,,,5.4500,4.8000,4.5000,4.5000,4.5000,,,,,,,
16/07/2010,,,,5.4200,4.8000,4.5000,4.5000,4.5000,,,,,,,
19/07/2010,,,,5.4100,4.7900,4.5000,4.5000,4.5000,,,,,,,
20/07/2010,,,,5.4000,4.8000,4.5000,4.5000,4.5000,,,,,,,
21/07/2010,,,,5.3800,4.7900,4.5000,4.5000,4.5000,,,,,,,
22/07/2010,,,,5.3800,4.7900,4.5000,4.5000,4.5000,,,,,,,
23/07/2010,,,,5.3500,4.8000,4.5000,4.5000,4.5000,,,,,,,
26/07/2010,,,,5.3200,4.8000,4.5000,4.5000,4.5000,,,,,,,
27/07/2010,,,,5.3200,4.8000,4.5000,4.5000,4.5000,,,,,,,
28/07/2010,,,,5.3200,4.8000,4.5000,4.5000,4.5000,,,,,,,
29/07/2010,,,,5.3200,4.8000,4.5000,4.5000,4.5000,,,,,,,
30/07/2010,,,,5.2700,4.8000,4.5000,4.5000,4.5000,,,,,,,
02/08/2010,,,,5.2700,4.8000,4.5000,4.5000,4.5000,,,,,,,
03/08/2010,,,,5.2700,4.8000,4.5000,4.5000,4.5000,,,,,,,
04/08/2010,,,,5.2700,4.8000,4.5000,4.5000,4.5000,,,,,,,
05/08/2010,,,,5.2700,4.8000,4.5000,4.5000,4.5000,,,,,,,
06/08/2010,,,,5.1900,4.8000,4.5000,4.5000,4.5000,,,,,,,
09/08/2010,,,,5.1800,4.8000,4.5000,4.5000,4.5000,,,,,,,
10/08/2010,,,,5.1800,4.8000,4.5000,4.5000,4.5000,,,,,,,
11/08/2010,,,,5.1800,4.8000,4.5000,4.5000,4.5000,,,,,,,
12/08/2010,,,,5.1800,4.8000,4.5000,4.5000,4.5000,,,,,,,
13/08/2010,,,,5.1900,4.8000,4.5000,4.5000,4.5000,,,,,,,
16/08/2010,,,,5.1800,4.8000,4.5000,4.5000,4.5000,,,,,,,
17/08/2010,,,,5.1700,4.8100,4.5000,4.5000,4.5000,,,,,,,
18/08/2010,,,,5.1500,4.8200,4.5000,4.5000,4.5000,,,,,,,
19/08/2010,,,,5.1300,4.8500,4.5000,4.5000,4.5000,,,,,,,
20/08/2010,,,,5.1000,4.8600,4.5000,4.5000,4.5000,,,,,,,
23/08/2010,,,,5.0900,4.8400,4.5000,4.5000,4.5000,,,,,,,
24/08/2010,,,,5.0900,4.8400,4.5000,4.5000,4.5000,,,,,,,
25/08/2010,,,,5.0900,4.8400,4.5000,4.5000,4.5000,,,,,,,
26/08/2010,,,,5.0900,4.8500,4.5000,4.5000,4.5000,,,,,,,
27/08/2010,,,,5.0700,4.8700,4.5000,4.5000,4.5000,,,,,,,
30/08/2010,,,,5.0700,4.8500,4.5000,4.5000,4.5000,,,,,,,
31/08/2010,,,,5.0700,4.8500,4.5000,4.5000,4.5000,,,,,,,
01/09/2010,,,,5.0700,4.8500,4.5000,4.5000,4.5000,,,,,,,
02/09/2010,,,,5.0700,4.8700,4.5000,4.5000,4.5000,,,,,,,
03/09/2010,,,,5.0700,4.8500,4.5000,4.5000,4.5000,,,,,,,
06/09/2010,,,,5.0600,4.8400,4.5000,4.5000,4.5000,,,,,,,
08/09/2010,,,,5.0600,4.8500,4.5000,4.5000,4.5000,,,,,,,
09/09/2010,,,,4.9600,4.8700,4.5000,4.5000,4.5000,,,,,,,
10/09/2010,,,,4.9700,4.9000,4.5000,4.5000,4.5000,,,,,,,
13/09/2010,,,,4.9800,4.9000,4.5000,4.5000,4.5000,,,,,,,
14/09/2010,,,,4.9900,4.9200,4.5000,4.5000,4.5000,,,,,,,
15/09/2010,,,,4.9900,4.9400,4.5000,4.5000,4.5000,,,,,,,
16/09/2010,,,,5.0000,4.9500,4.5000,4.5000,4.5000,,,,,,,
17/09/2010,,,,5.0100,4.9500,4.5000,4.5000,4.5000,,,,,,,
20/09/2010,,,,5.0100,4.9500,4.5000,4.5000,4.5000,,,,,,,
21/09/2010,,,,5.0300,4.9400,4.5000,4.5000,4.5000,,,,,,,
22/09/2010,,,,5.0500,4.9400,4.5000,4.5000,4.5000,,,,,,,
23/09/2010,,,,5.0500,4.9500,4.5000,4.5000,4.5000,,,,,,,
24/09/2010,,,,5.0500,4.9400,4.5000,4.5000,4.5000,,,,,,,
27/09/2010,,,,5.0600,4.9400,4.5000,4.5000,4.5000,,,,,,,
28/09/2010,,,,5.0600,4.9400,4.5000,4.5000,4.5000,,,,,,,
29/09/2010,,,,5.0600,4.9400,4.5000,4.5000,4.5000,,,,,,,
30/09/2010,,,,5.0600,4.9600,4.5000,4.5000,4.5000,,,,,,,
01/10/2010,,,,5.0700,4.9200,4.5000,4.5000,4.5000,,,,,,,
04/10/2010,,,,5.0800,4.9200,4.5000,4.5000,4.5000,,,,,,,
05/10/2010,,,,5.1000,4.9400,4.5000,4.5000,4.5000,,,,,,,
06/10/2010,,,,5.1100,4.9400,4.5000,4.5000,4.5000,,,,,,,
07/10/2010,,,,5.1300,4.9400,4.5000,4.5000,4.5000,,,,,,,
08/10/2010,,,,5.1500,4.9800,4.5000,4.5000,4.5000,,,,,,,
11/10/2010,,,,5.1700,4.9800,4.5000,4.5000,4.5000,,,,,,,
13/10/2010,,,,5.1800,4.9800,4.5000,4.5000,4.5000,,,,,,,
14/10/2010,,,,5.1900,4.9800,4.5000,4.5000,4.5000,,,,,,,
15/10/2010,,,,5.2000,4.9900,4.5000,4.5000,4.5000,,,,,,,
18/10/2010,,,,5.2000,4.9800,4.5000,4.5000,4.5000,,,,,,,
19/10/2010,,,,5.2200,4.9900,4.5000,4.5000,4.5000,,,,,,,
20/10/2010,,,,5.2500,4.9900,4.5000,4.5000,4.5000,,,,,,,
21/10/2010,,,,5.2600,4.9900,4.5000,4.5000,4.5000,,,,,,,
22/10/2010,,,,5.2700,4.9800,4.5000,4.5000,4.5000,,,,,,,
25/10/2010,,,,5.2700,4.9800,4.5000,4.5000,4.5000,,,,,,,
26/10/2010,,,,5.2700,4.9800,4.5000,4.5000,4.5000,,,,,,,
27/10/2010,,,,5.2700,4.9800,4.5000,4.5000,4.5000,,,,,,,
28/10/2010,,,,5.2800,4.9800,4.5000,4.5000,4.5000,,,,,,,
29/10/2010,,,,5.2900,4.9900,4.5000,4.5000,4.5000,,,,,,,
01/11/2010,,,,5.3000,5.0100,4.5000,4.5000,4.5000,,,,,,,
03/11/2010,,,,5.3000,4.9900,4.5000,4.5000,4.5000,,,,,,,
04/11/2010,,,,5.3000,4.9900,4.5000,4.5000,4.5000,,,,,,,
05/11/2010,,,,5.3100,4.9900,4.5000,4.5000,4.5000,,,,,,,
08/11/2010,,,,5.3200,4.9800,4.5000,4.5000,4.5000,,,,,,,
09/11/2010,,,,5.4400,5.0100,4.5000,4.5000,4.5000,,,,,,,
10/11/2010,,,,5.4600,5.0300,4.5000,4.5000,4.5000,,,,,,,
11/11/2010,,,,5.4800,5.0300,4.5000,4.5000,4.5000,,,,,,,
12/11/2010,,,,5.4800,5.0500,4.5000,4.5000,4.5000,,,,,,,
16/11/2010,,,,5.5000,5.0500,4.5000,4.5000,4.5000,,,,,,,
17/11/2010,,,,5.5200,5.0600,4.5000,4.5000,4.5000,,,,,,,
18/11/2010,,,,5.5600,5.1000,4.5000,4.5000,4.5000,,,,,,,
19/11/2010,,,,5.5800,5.1500,4.5000,4.5000,4.5000,,,,,,,
22/11/2010,,,,5.6400,5.1700,4.5000,4.5000,4.5000,,,,,,,
23/11/2010,,,,5.6700,5.1700,4.5000,4.5000,4.5000,,,,,,,
24/11/2010,,,,5.6700,5.1700,4.5000,4.5000,4.5000,,,,,,,
25/11/2010,,,,5.6900,5.1700,4.5000,4.5000,4.5000,,,,,,,
26/11/2010,,,,5.7200,5.2000,4.5000,4.5000,4.5000,,,,,,,
29/11/2010,,,,5.7400,5.2000,4.5000,4.5000,4.5000,,,,,,,
30/11/2010,,,,5.7600,5.2000,4.5000,4.5000,4.5000,,,,,,,
01/12/2010,,,,5.7600,5.2000,4.5000,4.5000,4.5000,,,,,,,
02/12/2010,,,,5.7700,5.2000,4.5000,4.5000,4.5000,,,,,,,
03/12/2010,,,,5.7800,5.2000,4.5000,4.5000,4.5000,,,,,,,
06/12/2010,,,,5.7900,5.2000,4.5000,4.5000,4.5000,,,,,,,
07/12/2010,,,,5.8100,5.2000,4.5000,4.5000,4.5000,,,,,,,
08/12/2010,,,,5.8300,5.2000,4.5000,4.5000,4.5000,,,,,,,
09/12/2010,,,,5.8400,5.2100,4.5000,4.5000,4.5000,,,,,,,
10/12/2010,,,,5.8500,5.2100,4.5000,4.5000,4.5000,,,,,,,
13/12/2010,,,,5.8700,5.2200,4.5000,4.5000,4.5000,,,,,,,
14/12/2010,,,,5.8800,5.2400,4.5000,4.5000,4.5000,,,,,,,
