Dates,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
10/04/2012,,,,,,5.0800,5.5000,5.0000,5.0000,4.8000,,,,,
11/04/2012,,,,,,5.0800,5.5000,5.0000,5.0000,4.8000,,,,,
12/04/2012,,,,,,5.0800,5.5000,5.0000,5.0000,4.8000,,,,,
13/04/2012,,,,,,5.0800,5.5000,5.0000,5.0000,4.8000,,,,,
16/04/2012,,,,,,5.0800,5.5000,5.0000,5.0000,4.8000,,,,,
17/04/2012,,,,,,5.0700,5.5000,5.0000,5.0000,4.8000,,,,,
18/04/2012,,,,,,5.0800,5.5000,5.0000,5.0000,4.8000,,,,,
19/04/2012,,,,,,5.0800,5.5000,5.0000,5.0000,4.8000,,,,,
20/04/2012,,,,,,5.0800,5.5000,5.0000,5.0000,4.8000,,,,,
23/04/2012,,,,,,5.0900,5.5000,5.0000,5.0000,4.8000,,,,,
24/04/2012,,,,,,5.0900,5.5000,5.0000,5.0000,4.8000,,,,,
25/04/2012,,,,,,5.1000,5.5300,5.0000,5.0000,4.8500,,,,,
26/04/2012,,,,,,5.1000,5.5300,5.0000,5.0000,4.8500,,,,,
27/04/2012,,,,,,5.1200,5.5300,5.0000,5.0000,4.8000,,,,,
30/04/2012,,,,,,5.1400,5.5800,5.0000,5.0000,4.9000,,,,,
02/05/2012,,,,,,5.1400,5.5800,5.0000,5.0000,4.9000,,,,,
03/05/2012,,,,,,5.1200,5.5800,5.0000,5.0000,4.9000,,,,,
04/05/2012,,,,,,5.1200,5.5600,5.0000,5.0000,4.8500,,,,,
07/05/2012,,,,,,5.1200,5.6000,5.0000,5.0000,4.9000,,,,,
08/05/2012,,,,,,5.1400,5.5600,5.0000,5.0000,4.9000,,,,,
09/05/2012,,,,,,5.2200,5.5600,5.0500,5.0000,4.9000,,,,,
10/05/2012,,,,,,5.2200,5.5600,5.0000,5.0000,4.8500,,,,,
11/05/2012,,,,,,5.2200,5.5300,5.0000,5.0000,4.8500,,,,,
14/05/2012,,,,,,5.2200,5.5900,5.0500,5.0000,4.8500,,,,,
15/05/2012,,,,,,5.2200,5.6000,5.1000,5.0000,4.9000,,,,,
16/05/2012,,,,,,5.2200,5.5900,5.0500,5.0000,4.8500,,,,,
17/05/2012,,,,,,5.2200,5.5900,5.0500,5.0000,4.8500,,,,,
18/05/2012,,,,,,5.2100,5.6000,5.1000,5.0000,4.8500,,,,,
21/05/2012,,,,,,5.2100,5.6000,5.1000,5.0000,4.9000,,,,,
22/05/2012,,,,,,5.2000,5.5900,5.1100,5.0000,4.9000,,,,,
23/05/2012,,,,,,5.1700,5.6000,5.1000,5.0000,4.9000,,,,,
24/05/2012,,,,,,5.1700,5.6000,5.1100,5.0000,4.9000,,,,,
25/05/2012,,,,,,5.1700,5.6000,5.1100,5.0000,4.9000,,,,,
28/05/2012,,,,,,5.1500,5.6000,5.1200,5.0000,4.8500,,,,,
29/05/2012,,,,,,5.1500,5.6000,5.1100,5.0000,4.8000,,,,,
30/05/2012,,,,,,5.1400,5.6000,5.1100,5.0000,4.8000,,,,,
31/05/2012,,,,,,5.1400,5.6000,5.1000,5.0000,4.8500,,,,,
01/06/2012,,,,,,5.1500,5.6000,5.1000,5.0000,4.8500,,,,,
04/06/2012,,,,,,5.1500,5.6000,5.1100,5.0000,4.9000,,,,,
05/06/2012,,,,,,5.1500,5.6000,5.1200,5.0000,4.9500,,,,,
06/06/2012,,,,,,5.0300,5.6000,5.1200,5.0000,4.9500,,,,,
08/06/2012,,,,,,5.0300,5.6000,5.1200,5.0000,4.9500,,,,,
11/06/2012,,,,,,5.0200,5.6000,5.1000,5.0000,4.8500,,,,,
12/06/2012,,,,,,5.0100,5.6000,5.1000,5.0000,4.8500,,,,,
13/06/2012,,,,,,5.0100,5.6000,5.1000,5.0000,4.9000,,,,,
14/06/2012,,,,,,5.0100,5.6000,5.1000,5.0000,4.9000,,,,,
15/06/2012,,,,,,5.0000,5.5400,5.1000,5.0000,4.9000,,,,,
18/06/2012,,,,,,4.9900,5.5300,5.1000,5.0000,5.0000,,,,,
19/06/2012,,,,,,4.9900,5.5300,5.1000,5.0000,4.9500,,,,,
20/06/2012,,,,,,4.9600,5.5100,5.1000,5.0000,4.9500,,,,,
21/06/2012,,,,,,4.9600,5.5100,5.1000,5.0000,4.9500,,,,,
22/06/2012,,,,,,4.9500,5.5000,5.1000,5.0000,4.9500,,,,,
25/06/2012,,,,,,4.9400,5.5000,5.1000,5.0000,4.9500,,,,,
26/06/2012,,,,,,4.9400,5.5000,5.1000,5.0000,4.9500,,,,,
27/06/2012,,,,,,4.9300,5.5000,5.1000,5.0000,4.9000,,,,,
28/06/2012,,,,,,4.9300,5.5000,5.1000,5.0000,4.9000,,,,,
29/06/2012,,,,,,4.9300,5.5000,5.1000,5.0000,4.9500,,,,,
02/07/2012,,,,,,4.9400,5.5000,5.1000,5.0000,4.9000,,,,,
03/07/2012,,,,,,4.9400,5.5000,5.1000,5.0000,4.9000,,,,,
04/07/2012,,,,,,4.9400,5.5000,5.1000,5.0000,4.9000,,,,,
05/07/2012,,,,,,4.9400,5.5000,5.1000,5.0000,4.9000,,,,,
06/07/2012,,,,,,4.8500,5.5000,5.1000,5.0000,4.8000,,,,,
09/07/2012,,,,,,4.8500,5.5000,5.1000,5.0000,4.8000,,,,,
10/07/2012,,,,,,4.8600,5.5000,5.1000,5.0000,4.8000,,,,,
11/07/2012,,,,,,4.8700,5.5000,5.1000,5.0000,4.8000,,,,,
12/07/2012,,,,,,4.8700,5.5000,5.1000,5.0000,4.8000,,,,,
13/07/2012,,,,,,4.8700,5.5000,5.1000,5.0000,4.8000,,,,,
16/07/2012,,,,,,4.8700,5.5000,5.1000,5.0000,4.8000,,,,,
17/07/2012,,,,,,4.8700,5.5000,5.1000,5.0000,4.8000,,,,,
18/07/2012,,,,,,4.8700,5.5000,5.1000,5.0000,4.8000,,,,,
19/07/2012,,,,,,4.8900,5.5000,5.1000,5.0000,4.8000,,,,,
20/07/2012,,,,,,4.9200,5.5000,5.1000,5.0000,4.8000,,,,,
23/07/2012,,,,,,4.9800,5.5000,5.1000,5.0000,4.8000,,,,,
24/07/2012,,,,,,4.9800,5.5000,5.1000,5.0000,4.8000,,,,,
25/07/2012,,,,,,4.9800,5.5000,5.1000,5.0000,4.8000,,,,,
26/07/2012,,,,,,4.9800,5.5000,5.1000,5.0000,4.8000,,,,,
27/07/2012,,,,,,4.9800,5.5000,5.1000,5.0000,4.8000,,,,,
30/07/2012,,,,,,5.0000,5.5000,5.1400,5.0000,4.8000,,,,,
31/07/2012,,,,,,4.9900,5.5000,5.1400,5.0000,4.8000,,,,,
01/08/2012,,,,,,4.9900,5.5000,5.1000,5.0000,4.8000,,,,,
02/08/2012,,,,,,5.0000,5.5000,5.1400,5.0000,4.8000,,,,,
03/08/2012,,,,,,5.0000,5.5000,5.1000,5.0000,4.8000,,,,,
06/08/2012,,,,,,5.0000,5.5000,5.1000,5.0000,4.8000,,,,,
07/08/2012,,,,,,5.0000,5.5000,5.1000,5.0000,4.8000,,,,,
08/08/2012,,,,,,5.1000,5.5000,5.1000,5.0000,4.8000,,,,,
09/08/2012,,,,,,5.1100,5.5000,5.1000,5.0000,4.8000,,,,,
10/08/2012,,,,,,5.1100,5.5000,5.1000,5.0000,4.8000,,,,,
13/08/2012,,,,,,5.1100,5.5000,5.1400,5.0000,4.8000,,,,,
14/08/2012,,,,,,5.1100,5.5000,5.1400,5.0000,4.8000,,,,,
15/08/2012,,,,,,5.1100,5.5000,5.1400,5.0000,4.8500,,,,,
16/08/2012,,,,,,5.1100,5.5000,5.1000,5.0000,5.0000,,,,,
17/08/2012,,,,,,5.1500,5.5000,5.1700,5.0000,4.9000,,,,,
20/08/2012,,,,,,5.1500,5.5000,5.1000,5.0000,4.7500,,,,,
21/08/2012,,,,,,5.1700,5.5000,5.1000,5.0000,4.8500,,,,,
22/08/2012,,,,,,5.1900,5.5000,5.1000,5.0000,4.8500,,,,,
23/08/2012,,,,,,5.1900,5.5000,5.1000,5.0000,4.8500,,,,,
24/08/2012,,,,,,5.1900,5.5000,5.1000,5.0000,4.8500,,,,,
27/08/2012,,,,,,5.2000,5.5200,5.1700,5.0000,4.9500,,,,,
28/08/2012,,,,,,5.2000,5.5200,5.1700,5.0000,4.9500,,,,,
29/08/2012,,,,,,5.2000,5.5100,5.1400,5.0000,4.9000,,,,,
30/08/2012,,,,,,5.2000,5.5100,5.1400,5.0000,4.9000,,,,,
31/08/2012,,,,,,5.2000,5.5100,5.1000,5.0000,4.8500,,,,,
03/09/2012,,,,,,5.2000,5.5200,5.1000,5.0000,4.8500,,,,,
04/09/2012,,,,,,5.2000,5.5200,5.1000,5.0000,4.8500,,,,,
05/09/2012,,,,,,5.2400,5.5400,5.1000,5.0000,4.8500,,,,,
06/09/2012,,,,,,5.2400,5.5400,5.1400,5.0000,4.8500,,,,,
10/09/2012,,,,,,5.2600,5.5400,5.1700,5.0000,4.8000,,,,,
11/09/2012,,,,,,5.2600,5.5400,5.1700,5.0000,4.8000,,,,,
12/09/2012,,,,,,5.2600,5.5000,5.1700,5.0000,4.8000,,,,,
13/09/2012,,,,,,5.2600,5.5000,5.1400,5.0000,4.8000,,,,,
14/09/2012,,,,,,5.2600,5.5000,5.1200,5.0000,4.8000,,,,,
17/09/2012,,,,,,5.2700,5.5000,5.1200,5.0000,4.8000,,,,,
18/09/2012,,,,,,5.3000,5.5000,5.1200,5.0000,4.8000,,,,,
19/09/2012,,,,,,5.3400,5.5000,5.2000,5.0000,4.8000,,,,,
20/09/2012,,,,,,5.3400,5.5000,5.2000,5.0000,4.8000,,,,,
21/09/2012,,,,,,5.3500,5.5000,5.2000,5.0000,4.8000,,,,,
24/09/2012,,,,,,5.3600,5.4800,5.2500,5.0000,4.8000,,,,,
25/09/2012,,,,,,5.3600,5.4800,5.2500,5.0000,4.9000,,,,,
26/09/2012,,,,,,5.3600,5.4800,5.2500,5.0000,4.9000,,,,,
27/09/2012,,,,,,5.3600,5.4800,5.2500,5.0000,4.9000,,,,,
28/09/2012,,,,,,5.3600,5.4800,5.2500,5.0000,4.9000,,,,,
01/10/2012,,,,,,5.3600,5.4300,5.3000,5.0000,5.0000,,,,,
02/10/2012,,,,,,5.3700,5.4400,5.2800,5.0000,5.0000,,,,,
03/10/2012,,,,,,5.3600,5.4700,5.2800,5.0000,4.9500,,,,,
04/10/2012,,,,,,5.3700,5.4800,5.2800,5.0000,4.9500,,,,,
05/10/2012,,,,,,5.4200,5.4400,5.2800,5.0000,5.0000,,,,,
08/10/2012,,,,,,5.4300,5.4200,5.2800,5.0000,5.0000,,,,,
09/10/2012,,,,,,5.4300,5.4200,5.3000,5.0000,5.0000,,,,,
10/10/2012,,,,,,5.4300,5.4100,5.3000,5.0000,5.0000,,,,,
11/10/2012,,,,,,5.4300,5.4200,5.3000,5.0000,5.0000,,,,,
15/10/2012,,,,,,5.4200,5.4100,5.3000,5.0000,5.0000,,,,,
16/10/2012,,,,,,5.4300,5.4200,5.3000,5.0000,5.0000,,,,,
17/10/2012,,,,,,5.4300,5.4100,5.3000,5.0000,5.0000,,,,,
18/10/2012,,,,,,5.4300,5.4000,5.3000,5.0000,5.0000,,,,,
19/10/2012,,,,,,5.4400,5.4200,5.3400,5.0000,5.0000,,,,,
22/10/2012,,,,,,5.4500,5.4200,5.4200,5.0000,5.0000,,,,,
23/10/2012,,,,,,5.4500,5.4200,5.4200,5.0000,5.0000,,,,,
24/10/2012,,,,,,5.4500,5.4200,5.4200,5.0000,5.0000,,,,,
25/10/2012,,,,,,5.4500,5.4200,5.4200,5.0000,5.0000,,,,,
26/10/2012,,,,,,5.4500,5.4000,5.3400,5.0000,5.0000,,,,,
29/10/2012,,,,,,5.4500,5.4000,5.3400,5.0000,5.0000,,,,,
30/10/2012,,,,,,5.4400,5.4000,5.3200,5.0000,5.0000,,,,,
31/10/2012,,,,,,5.4400,5.4000,5.3200,5.0000,5.0000,,,,,
01/11/2012,,,,,,5.4400,5.4000,5.4000,5.0000,5.0000,,,,,
05/11/2012,,,,,,5.4400,5.4000,5.3400,5.0000,5.0000,,,,,
06/11/2012,,,,,,5.4400,5.4000,5.3400,5.0000,5.0000,,,,,
07/11/2012,,,,,,5.4600,5.4000,5.3400,5.0000,5.0000,,,,,
08/11/2012,,,,,,5.4600,5.4000,5.4600,5.0000,5.0000,,,,,
09/11/2012,,,,,,5.4600,5.4000,5.5000,5.0000,5.0000,,,,,
12/11/2012,,,,,,5.4600,5.4000,5.4800,5.0000,5.0000,,,,,
13/11/2012,,,,,,5.4600,5.4000,5.5000,5.0000,5.0000,,,,,
14/11/2012,,,,,,5.4600,5.3900,5.5000,5.0000,5.0000,,,,,
16/11/2012,,,,,,5.4500,5.3900,5.5000,5.0000,5.0000,,,,,
19/11/2012,,,,,,5.4300,5.3500,5.5000,5.0000,5.0000,,,,,
20/11/2012,,,,,,5.4300,5.3500,5.5000,5.0000,5.0000,,,,,
21/11/2012,,,,,,5.4200,5.3900,5.5000,5.0000,5.0000,,,,,
22/11/2012,,,,,,5.4200,5.4000,5.5000,5.0000,5.0000,,,,,
23/11/2012,,,,,,5.4300,5.4000,5.5000,5.0000,5.0000,,,,,
26/11/2012,,,,,,5.4200,5.4000,5.5000,5.0000,5.0000,,,,,
27/11/2012,,,,,,5.4300,5.4000,5.5000,5.0000,5.0000,,,,,
28/11/2012,,,,,,5.4300,5.4000,5.5000,5.0000,5.0000,,,,,
29/11/2012,,,,,,5.4300,5.4000,5.5000,5.0000,5.0000,,,,,
30/11/2012,,,,,,5.4300,5.4000,5.5000,5.0000,5.0000,,,,,
03/12/2012,,,,,,5.4300,5.4000,5.5000,5.0000,5.0000,,,,,
04/12/2012,,,,,,5.4300,5.4000,5.5000,5.0000,5.0000,,,,,
05/12/2012,,,,,,5.4300,5.4000,5.5000,5.0000,5.0000,,,,,
06/12/2012,,,,,,5.4400,5.4000,5.5000,5.0000,5.0000,,,,,
07/12/2012,,,,,,5.5800,5.4000,5.5000,5.0000,5.0000,,,,,
10/12/2012,,,,,,5.5900,5.3900,5.5000,5.0000,5.0000,,,,,
11/12/2012,,,,,,5.5900,5.4000,5.5000,5.0000,5.0000,,,,,
12/12/2012,,,,,,5.5900,5.4000,5.5000,5.0000,5.0000,,,,,
13/12/2012,,,,,,5.5900,5.4100,5.5000,5.0000,5.0000,,,,,
14/12/2012,,,,,,5.6000,5.4200,5.5000,5.0000,5.0000,,,,,
17/12/2012,,,,,,5.6300,5.4200,5.5000,5.0000,5.0000,,,,,
18/12/2012,,,,,,5.6800,5.4600,5.5000,5.0000,5.0000,,,,,
19/12/2012,,,,,,5.6900,5.4600,5.5000,5.0000,5.0000,,,,,
20/12/2012,,,,,,5.6900,5.4600,5.5000,5.0000,5.0000,,,,,
21/12/2012,,,,,,5.6900,5.4700,5.5000,5.0000,5.0000,,,,,
24/12/2012,,,,,,5.7000,5.4700,5.5000,5.0000,5.0000,,,,,
26/12/2012,,,,,,5.7100,5.4700,5.5000,5.0000,5.0000,,,,,
27/12/2012,,,,,,5.7100,5.4700,5.5000,5.0000,5.0000,,,,,
28/12/2012,,,,,,5.7100,5.4700,5.5000,5.0000,5.0000,,,,,
31/12/2012,,,,,,5.7100,5.4700,5.5000,5.0000,5.0000,,,,,
02/01/2013,,,,,,5.7200,5.4900,5.5000,5.0000,5.0000,,,,,
03/01/2013,,,,,,5.7200,5.4900,5.5000,5.0000,5.0000,,,,,
04/01/2013,,,,,,5.7300,5.4900,5.5000,5.0000,5.0000,,,,,
07/01/2013,,,,,,5.7400,5.5000,5.5000,5.0000,5.0000,,,,,
08/01/2013,,,,,,5.7400,5.5100,5.5000,5.0000,5.0000,,,,,
09/01/2013,,,,,,5.7500,5.5100,5.5000,5.0000,5.0000,,,,,
10/01/2013,,,,,,,5.5100,5.5000,5.0000,5.0000,4.5000,,,,
11/01/2013,,,,,,,5.5300,5.5000,5.0000,5.0000,4.6500,,,,
14/01/2013,,,,,,,5.5800,5.5000,5.0000,5.0000,4.6800,,,,
15/01/2013,,,,,,,5.5800,5.5000,5.0000,5.0000,4.6800,,,,
16/01/2013,,,,,,,5.5900,5.5000,5.0000,5.0000,5.0000,,,,
17/01/2013,,,,,,,5.6100,5.5000,5.0000,5.0000,5.0000,,,,
18/01/2013,,,,,,,5.6500,5.5000,5.0000,5.0000,5.0000,,,,
21/01/2013,,,,,,,5.6700,5.5000,5.1000,5.0000,5.0000,,,,
22/01/2013,,,,,,,5.6600,5.5000,5.2000,5.0000,5.0000,,,,
23/01/2013,,,,,,,5.6700,5.5000,5.2000,5.0000,5.0000,,,,
24/01/2013,,,,,,,5.6700,5.5000,5.2000,5.0000,5.0000,,,,
25/01/2013,,,,,,,5.6700,5.5000,5.2000,5.0000,5.0000,,,,
28/01/2013,,,,,,,5.6700,5.5000,5.2000,5.0000,5.0000,,,,
29/01/2013,,,,,,,5.6700,5.5000,5.2000,5.0000,5.0000,,,,
30/01/2013,,,,,,,5.6700,5.5000,5.2000,5.0000,5.0000,,,,
31/01/2013,,,,,,,5.6800,5.5000,5.1500,5.0000,5.0000,,,,
01/02/2013,,,,,,,5.6800,5.5000,5.2000,5.0000,5.0000,,,,
04/02/2013,,,,,,,5.6900,5.5000,5.2000,5.0000,5.0000,,,,
05/02/2013,,,,,,,5.6700,5.5000,5.2000,5.0000,5.0000,,,,
06/02/2013,,,,,,,5.6700,5.5000,5.2000,5.0000,5.0000,,,,
07/02/2013,,,,,,,5.7100,5.5000,5.2000,5.0000,5.0000,,,,
08/02/2013,,,,,,,5.7100,5.5000,5.2000,5.0000,5.0000,,,,
13/02/2013,,,,,,,5.7100,5.5000,5.2000,5.0000,5.0000,,,,
14/02/2013,,,,,,,5.7100,5.5000,5.2000,5.0000,5.0000,,,,
15/02/2013,,,,,,,5.7000,5.5000,5.2000,5.0000,5.0000,,,,
18/02/2013,,,,,,,5.7100,5.5000,5.2000,5.0000,5.0000,,,,
19/02/2013,,,,,,,5.7100,5.5000,5.2000,5.0000,5.0000,,,,
20/02/2013,,,,,,,5.7000,5.5000,5.2000,5.0000,5.0000,,,,
21/02/2013,,,,,,,5.6900,5.5000,5.2000,5.0000,5.0000,,,,
22/02/2013,,,,,,,5.6900,5.5000,5.2000,5.0000,5.0000,,,,
25/02/2013,,,,,,,5.6900,5.5000,5.2000,5.0000,5.0000,,,,
26/02/2013,,,,,,,5.6900,5.5000,5.2000,5.0000,5.0000,,,,
27/02/2013,,,,,,,5.6900,5.5000,5.2000,5.0000,5.0000,,,,
28/02/2013,,,,,,,5.7000,5.5000,5.2400,5.0000,5.0000,,,,
01/03/2013,,,,,,,5.7000,5.5000,5.2400,5.0000,5.0000,,,,
04/03/2013,,,,,,,5.6700,5.5000,5.2000,5.0000,5.0000,,,,
05/03/2013,,,,,,,5.6900,5.5000,5.2000,5.0000,5.0000,,,,
06/03/2013,,,,,,,5.7000,5.5000,5.2000,5.0000,5.0000,,,,
07/03/2013,,,,,,,5.6700,5.5000,5.2000,5.0000,5.0000,,,,
08/03/2013,,,,,,,5.8200,5.5000,5.2000,5.0000,5.0000,,,,
11/03/2013,,,,,,,5.8100,5.5000,5.2000,5.0000,5.0000,,,,
12/03/2013,,,,,,,5.8000,5.5100,5.2000,5.0000,5.0000,,,,
13/03/2013,,,,,,,5.7800,5.5100,5.2000,5.0000,5.0000,,,,
14/03/2013,,,,,,,5.7700,5.5100,5.2400,5.0000,5.0000,,,,
15/03/2013,,,,,,,5.7300,5.5400,5.2400,5.0000,5.0000,,,,
18/03/2013,,,,,,,5.7200,5.5800,5.2800,5.0000,5.0000,,,,
19/03/2013,,,,,,,5.7300,5.5500,5.2900,5.0000,5.0000,,,,
20/03/2013,,,,,,,5.7200,5.6000,5.3000,5.0000,5.0000,,,,
21/03/2013,,,,,,,5.7100,5.6000,5.3000,5.0000,5.0500,,,,
22/03/2013,,,,,,,5.7100,5.6000,5.3000,5.0000,5.0000,,,,
25/03/2013,,,,,,,5.7000,5.6000,5.3000,5.0000,5.0000,,,,
26/03/2013,,,,,,,5.7000,5.6400,5.3000,5.0000,5.0500,,,,
27/03/2013,,,,,,,5.7100,5.6900,5.3000,5.0000,5.0500,,,,
28/03/2013,,,,,,,5.7100,5.6800,5.4000,5.0000,5.0000,,,,
01/04/2013,,,,,,,5.7100,5.7000,5.4000,5.0000,5.0000,,,,
02/04/2013,,,,,,,5.7100,5.7000,5.4000,5.0000,5.0000,,,,
03/04/2013,,,,,,,5.7100,5.7000,5.4000,5.0000,5.0500,,,,
04/04/2013,,,,,,,5.7100,5.7000,5.4000,5.0500,5.0500,,,,
05/04/2013,,,,,,,5.7000,5.7000,5.3500,5.0000,5.0000,,,,
08/04/2013,,,,,,,5.7000,5.7000,5.3500,5.0000,5.0500,,,,
09/04/2013,,,,,,,5.7000,5.7000,5.3500,5.0000,5.0500,,,,
10/04/2013,,,,,,,5.6800,5.7000,5.4000,5.0000,5.0500,,,,
11/04/2013,,,,,,,5.6700,5.7000,5.4000,5.0000,5.0500,,,,
12/04/2013,,,,,,,5.6800,5.7000,5.4000,5.0000,5.0500,,,,
15/04/2013,,,,,,,5.6700,5.7000,5.4000,5.0000,5.0000,,,,
16/04/2013,,,,,,,5.6700,5.7000,5.4000,5.0000,5.0000,,,,
17/04/2013,,,,,,,5.6900,5.7000,5.4000,5.0000,5.0000,,,,
18/04/2013,,,,,,,5.7000,5.7100,5.4000,5.0000,5.0500,,,,
19/04/2013,,,,,,,5.7000,5.7100,5.4000,5.0000,5.1000,,,,
22/04/2013,,,,,,,5.7200,5.8000,5.4600,5.0000,5.1100,,,,
23/04/2013,,,,,,,5.7200,5.8000,5.4600,5.0000,5.1100,,,,
24/04/2013,,,,,,,5.7200,5.7100,5.4000,5.0000,5.1100,,,,
25/04/2013,,,,,,,5.7100,5.7100,5.4000,5.0000,5.1100,,,,
26/04/2013,,,,,,,5.7100,5.7100,5.4000,5.0000,5.1100,,,,
29/04/2013,,,,,,,5.7100,5.7600,5.4100,5.0500,5.3100,,,,
30/04/2013,,,,,,,5.7000,5.7600,5.4100,5.0500,5.3100,,,,
02/05/2013,,,,,,,5.7100,5.7100,5.4000,5.0000,5.1100,,,,
03/05/2013,,,,,,,5.7100,5.7600,5.4100,5.0500,5.1100,,,,
06/05/2013,,,,,,,5.7100,5.7600,5.4000,5.0500,5.1100,,,,
07/05/2013,,,,,,,5.7100,5.7900,5.4000,5.1500,5.1100,,,,
08/05/2013,,,,,,,5.8000,5.8000,5.4100,5.2000,5.1100,,,,
09/05/2013,,,,,,,5.8000,5.8000,5.4200,5.2000,5.1100,,,,
10/05/2013,,,,,,,5.8000,5.8000,5.4200,5.2000,5.1100,,,,
13/05/2013,,,,,,,5.8000,5.8000,5.5000,5.2000,5.1100,,,,
14/05/2013,,,,,,,5.8000,5.8000,5.5000,5.2000,5.1100,,,,
15/05/2013,,,,,,,5.8000,5.8000,5.5000,5.2200,5.3100,,,,
16/05/2013,,,,,,,5.8000,5.8000,5.5000,5.2200,5.3100,,,,
17/05/2013,,,,,,,5.8000,5.8000,5.5000,5.2200,5.3100,,,,
20/05/2013,,,,,,,5.8100,5.8000,5.5000,5.2000,5.1000,,,,
21/05/2013,,,,,,,5.8100,5.8000,5.5000,5.2200,5.1000,,,,
22/05/2013,,,,,,,5.8200,5.8000,5.5000,5.2200,5.1000,,,,
23/05/2013,,,,,,,5.8100,5.8000,5.5000,5.2000,5.1100,,,,
24/05/2013,,,,,,,5.8100,5.8000,5.5000,5.2000,5.1000,,,,
27/05/2013,,,,,,,5.8100,5.8000,5.5000,5.2000,5.1100,,,,
28/05/2013,,,,,,,5.8100,5.8000,5.5000,5.2000,5.1100,,,,
29/05/2013,,,,,,,5.8100,5.8000,5.5000,5.2000,5.1100,,,,
31/05/2013,,,,,,,5.8000,5.8000,5.5000,5.2200,5.4000,,,,
03/06/2013,,,,,,,5.8000,5.8000,5.5000,5.2000,5.4000,,,,
04/06/2013,,,,,,,5.8000,5.8000,5.5000,5.2000,5.4000,,,,
05/06/2013,,,,,,,5.8000,5.8000,5.5000,5.2000,5.3000,,,,
06/06/2013,,,,,,,5.8000,5.8000,5.5000,5.2000,5.2000,,,,
07/06/2013,,,,,,,5.8000,5.8000,5.5000,5.2000,5.2000,,,,
10/06/2013,,,,,,,5.8200,5.8000,5.5000,5.2000,5.2000,,,,
11/06/2013,,,,,,,5.8200,5.8000,5.5000,5.2000,5.3000,,,,
12/06/2013,,,,,,,5.8200,5.8000,5.5000,5.2000,5.3000,,,,
13/06/2013,,,,,,,5.8200,5.8000,5.5000,5.2000,5.3000,,,,
14/06/2013,,,,,,,5.8300,5.8000,5.5000,5.2000,5.3000,,,,
17/06/2013,,,,,,,5.8500,5.8000,5.5000,5.2000,5.3500,,,,
18/06/2013,,,,,,,5.8500,5.8000,5.5000,5.2000,5.3500,,,,
19/06/2013,,,,,,,5.8300,5.8000,5.5000,5.2000,5.3500,,,,
20/06/2013,,,,,,,5.8500,5.8000,5.5000,5.2000,5.3500,,,,
21/06/2013,,,,,,,5.8600,5.8000,5.5000,5.2000,5.3500,,,,
24/06/2013,,,,,,,5.8700,5.8600,5.5000,5.2000,5.2000,,,,
25/06/2013,,,,,,,5.8700,5.8600,5.5000,5.2000,5.2000,,,,
26/06/2013,,,,,,,5.8700,5.8800,5.5000,5.2000,5.2000,,,,
27/06/2013,,,,,,,5.8700,5.8900,5.5000,5.2000,5.2000,,,,
28/06/2013,,,,,,,5.8700,5.8800,5.5000,5.2000,5.2000,,,,
01/07/2013,,,,,,,5.8900,5.9000,5.5000,5.2500,5.4500,,,,
02/07/2013,,,,,,,5.8800,5.9000,5.5000,5.2000,5.4000,,,,
03/07/2013,,,,,,,5.8700,5.9000,5.5000,5.2000,5.4000,,,,
04/07/2013,,,,,,,5.8700,5.9000,5.5000,5.2000,5.4000,,,,
05/07/2013,,,,,,,5.8100,5.9000,5.5000,5.2000,5.4000,,,,
08/07/2013,,,,,,,5.8000,5.9000,5.5000,5.2000,5.4000,,,,
09/07/2013,,,,,,,5.8000,5.9000,5.5000,5.2500,5.5000,,,,
10/07/2013,,,,,,,5.8000,5.9000,5.5000,5.2500,5.5000,,,,
11/07/2013,,,,,,,5.8000,5.9000,5.5000,5.2500,5.5000,,,,
12/07/2013,,,,,,,5.8000,5.9000,5.5000,5.2500,5.4500,,,,
15/07/2013,,,,,,,5.7800,5.8400,5.5000,5.3300,5.5000,,,,
16/07/2013,,,,,,,5.7700,5.8500,5.5000,5.3500,5.4000,,,,
17/07/2013,,,,,,,5.7500,5.8500,5.5000,5.3500,5.4000,,,,
18/07/2013,,,,,,,5.7500,5.8300,5.5000,5.3000,5.2000,,,,
19/07/2013,,,,,,,5.7500,5.8700,5.5000,5.3000,5.4000,,,,
22/07/2013,,,,,,,5.7500,5.8500,5.5000,5.3000,5.4000,,,,
23/07/2013,,,,,,,5.7500,5.8700,5.5000,5.3000,5.4000,,,,
24/07/2013,,,,,,,5.7500,5.8700,5.5000,5.3000,5.4000,,,,
25/07/2013,,,,,,,5.7500,5.8800,5.5000,5.4000,5.4500,,,,
26/07/2013,,,,,,,5.7500,5.8800,5.5000,5.4000,5.4500,,,,
29/07/2013,,,,,,,5.7500,5.8700,5.5000,5.5000,5.5000,,,,
30/07/2013,,,,,,,5.7500,5.8800,5.5000,5.4000,5.4500,,,,
31/07/2013,,,,,,,5.7500,5.8500,5.5000,5.4000,5.5000,,,,
01/08/2013,,,,,,,5.7500,5.8500,5.5000,5.4000,5.5000,,,,
02/08/2013,,,,,,,5.7500,5.8700,5.5000,5.5000,5.4500,,,,
05/08/2013,,,,,,,5.7500,5.8700,5.5000,5.4000,5.4500,,,,
