Dates,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
06/11/2007,,,,,,,,3.8300,4.1000,4.0000,4.0000,4.0000
07/11/2007,,,,,,,,3.9200,4.1000,4.0000,4.0000,4.0000
08/11/2007,,,,,,,,3.9200,4.1000,4.0000,4.0000,4.0000
09/11/2007,,,,,,,,3.9200,4.1000,4.0000,4.0000,4.0000
12/11/2007,,,,,,,,3.9200,4.1000,4.0000,4.0000,4.0000
13/11/2007,,,,,,,,3.9200,4.1000,4.0000,4.0000,4.0000
14/11/2007,,,,,,,,3.9200,4.1000,4.0000,4.0000,4.0000
16/11/2007,,,,,,,,3.9200,4.1000,4.0000,4.0000,4.0000
19/11/2007,,,,,,,,3.9200,4.1000,4.0000,4.0000,4.0000
20/11/2007,,,,,,,,3.9200,4.1000,4.0000,4.0000,4.0000
21/11/2007,,,,,,,,3.9400,4.1000,4.0000,4.0000,4.0000
22/11/2007,,,,,,,,3.9400,4.1000,4.0000,4.0000,4.0000
23/11/2007,,,,,,,,3.9400,4.1000,4.0000,4.0000,4.0000
26/11/2007,,,,,,,,3.9400,4.1000,4.0000,4.0000,4.0000
27/11/2007,,,,,,,,3.9400,4.1000,4.0000,4.0000,4.0000
28/11/2007,,,,,,,,3.9400,4.1000,4.0000,4.0000,4.0000
29/11/2007,,,,,,,,3.9500,4.1000,4.0000,4.0000,4.0000
30/11/2007,,,,,,,,3.9600,4.1000,4.0000,4.0000,4.0000
03/12/2007,,,,,,,,3.9700,4.1000,4.0000,4.0000,4.0000
04/12/2007,,,,,,,,3.9700,4.1000,4.0000,4.0000,4.0000
05/12/2007,,,,,,,,3.9700,4.1000,4.0000,4.0000,4.0000
06/12/2007,,,,,,,,4.0600,4.1000,4.0000,4.0000,4.0000
07/12/2007,,,,,,,,4.1000,4.1000,4.0000,4.0000,4.0000
10/12/2007,,,,,,,,4.1300,4.1000,4.0000,4.0000,4.0000
11/12/2007,,,,,,,,4.1500,4.1200,4.0000,4.0000,4.0000
12/12/2007,,,,,,,,4.1600,4.1200,4.0000,4.0000,4.0000
13/12/2007,,,,,,,,4.1600,4.1000,4.0000,4.0000,4.0000
14/12/2007,,,,,,,,4.2100,4.2000,4.0000,4.0000,4.0000
17/12/2007,,,,,,,,4.2100,4.2000,4.0000,4.0000,4.0000
18/12/2007,,,,,,,,4.2200,4.2000,4.0000,4.0000,4.0000
19/12/2007,,,,,,,,4.3100,4.2500,4.0000,4.0000,4.0000
20/12/2007,,,,,,,,4.3200,4.2500,4.0000,4.0000,4.0000
21/12/2007,,,,,,,,4.3500,4.2500,4.0200,4.0000,4.0000
24/12/2007,,,,,,,,4.3600,4.3000,4.0300,4.0000,4.0000
26/12/2007,,,,,,,,4.3600,4.3000,4.0300,4.0000,4.0000
27/12/2007,,,,,,,,4.3600,4.3000,4.0300,4.0000,4.0000
28/12/2007,,,,,,,,4.3600,4.3000,4.0000,4.0000,4.0000
31/12/2007,,,,,,,,4.3700,4.3000,4.0000,4.0000,4.0000
