Dates,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
29/12/2004,,,,,7.4700,5.7000,5.0000,4.5000,4.5000,,,
30/12/2004,,,,,7.4700,5.7000,5.0000,4.5000,4.5000,,,
03/01/2005,,,,,7.4800,5.7000,5.0000,4.5000,4.5000,,,
04/01/2005,,,,,7.4800,5.7000,5.0000,4.5000,4.5000,,,
05/01/2005,,,,,7.4800,5.7000,5.0000,4.5000,4.5000,,,
06/01/2005,,,,,7.4800,5.6700,5.0000,4.5500,4.5000,,,
07/01/2005,,,,,7.4800,5.6700,5.0000,4.5500,4.5000,,,
10/01/2005,,,,,7.4800,5.6700,5.0000,4.5500,4.5000,,,
11/01/2005,,,,,7.4900,5.6600,5.0000,4.5000,4.5000,,,
12/01/2005,,,,,7.4900,5.6500,5.0000,4.5000,4.5000,,,
13/01/2005,,,,,7.4900,5.6400,5.0000,4.5000,4.5000,,,
14/01/2005,,,,,,5.7000,5.0000,4.5000,4.5000,5.0000,,
17/01/2005,,,,,,5.7000,5.0000,4.5000,4.5000,4.3000,,
18/01/2005,,,,,,5.6900,5.0000,4.5000,4.5000,4.4000,,
19/01/2005,,,,,,5.6900,5.0000,4.5000,4.5000,4.4000,,
20/01/2005,,,,,,5.6900,5.0000,4.5000,4.5000,4.4000,,
21/01/2005,,,,,,5.7000,5.0000,4.5000,4.5000,4.4000,,
24/01/2005,,,,,,5.7000,5.0000,4.5000,4.5000,4.5000,,
25/01/2005,,,,,,5.7000,5.0000,4.5000,4.5000,4.5000,,
26/01/2005,,,,,,5.7000,5.0000,4.5000,4.5000,4.5000,,
27/01/2005,,,,,,5.7000,5.0000,4.5000,4.5000,4.5000,,
28/01/2005,,,,,,5.7400,5.0000,4.5000,4.5000,4.5000,,
31/01/2005,,,,,,5.7500,5.0000,4.5000,4.5000,5.0000,,
01/02/2005,,,,,,5.7300,5.0000,4.5000,4.5000,5.0000,,
02/02/2005,,,,,,5.7500,5.0000,4.5000,4.5000,5.0000,,
03/02/2005,,,,,,5.7500,5.0000,4.5000,4.5000,4.7500,,
04/02/2005,,,,,,5.7500,5.0000,4.5000,4.5000,4.5000,,
09/02/2005,,,,,,5.7500,5.0000,4.5000,4.5000,4.5000,,
10/02/2005,,,,,,5.7500,5.0000,4.5000,4.5000,4.5000,,
11/02/2005,,,,,,5.7400,5.0000,4.5000,4.5000,4.5000,,
14/02/2005,,,,,,5.7200,5.0000,4.5000,4.5000,4.5000,,
15/02/2005,,,,,,5.7200,5.0000,4.5000,4.5000,4.5000,,
16/02/2005,,,,,,5.7200,5.0000,4.5000,4.5000,4.5000,,
17/02/2005,,,,,,5.7200,5.0000,4.5000,4.5000,4.5000,,
18/02/2005,,,,,,5.7000,5.0000,4.5000,4.5000,4.5000,,
21/02/2005,,,,,,5.7000,5.0000,4.5000,4.5000,4.5000,,
22/02/2005,,,,,,5.7000,5.0000,4.5000,4.5000,4.5000,,
23/02/2005,,,,,,5.7000,5.0000,4.5000,4.5000,4.5000,,
24/02/2005,,,,,,5.6800,5.0000,4.5000,4.5000,4.5000,,
25/02/2005,,,,,,5.6800,5.0000,4.5000,4.5000,4.5000,,
28/02/2005,,,,,,5.6800,5.0000,4.5000,4.5000,4.5000,,
01/03/2005,,,,,,5.7000,5.0000,4.5000,4.5000,4.5000,,
02/03/2005,,,,,,5.7000,5.0000,4.5000,4.5000,4.5000,,
03/03/2005,,,,,,5.7200,5.0000,4.5000,4.5000,4.5000,,
04/03/2005,,,,,,5.7200,5.0000,4.5000,4.5000,4.5000,,
07/03/2005,,,,,,5.7200,5.0000,4.5000,4.5000,4.5000,,
08/03/2005,,,,,,5.7500,5.0000,4.5000,4.5000,4.5000,,
09/03/2005,,,,,,5.7700,5.0000,4.5000,4.5000,4.5000,,
10/03/2005,,,,,,5.7800,5.0000,4.5000,4.5000,4.5000,,
11/03/2005,,,,,,5.7700,5.0000,4.5000,4.5000,4.5000,,
14/03/2005,,,,,,5.7800,5.0000,4.5000,4.5000,4.5000,,
15/03/2005,,,,,,5.7800,5.0000,4.5000,4.5000,4.5000,,
16/03/2005,,,,,,5.7800,5.0000,4.5000,4.5000,4.5000,,
17/03/2005,,,,,,5.7900,5.0000,4.5000,4.5000,4.5000,,
18/03/2005,,,,,,5.8000,5.0000,4.5000,4.5000,4.5000,,
21/03/2005,,,,,,5.8000,5.0000,4.5000,4.5000,4.5000,,
22/03/2005,,,,,,5.8000,5.0000,4.5000,4.5000,4.5000,,
23/03/2005,,,,,,5.8500,5.0000,4.5000,4.5000,4.5000,,
24/03/2005,,,,,,5.8300,5.0000,4.5000,4.5000,4.5000,,
28/03/2005,,,,,,5.8500,5.0000,4.5000,4.5000,4.5000,,
29/03/2005,,,,,,5.8700,5.0000,4.5000,4.5000,4.5000,,
30/03/2005,,,,,,5.8800,5.0000,4.5000,4.5000,4.5000,,
31/03/2005,,,,,,5.8800,5.0000,4.5000,4.5000,4.5000,,
01/04/2005,,,,,,5.8800,5.0000,4.5000,4.5000,4.5000,,
04/04/2005,,,,,,5.8900,5.0000,4.5000,4.5000,4.5000,,
05/04/2005,,,,,,5.8900,5.0000,4.5000,4.5000,4.5000,,
06/04/2005,,,,,,5.9100,5.0000,4.5000,4.5000,4.5000,,
07/04/2005,,,,,,5.9200,5.0000,4.5000,4.5000,4.5000,,
08/04/2005,,,,,,6.0400,5.0000,4.5000,4.5000,4.5000,,
11/04/2005,,,,,,6.0400,5.0000,4.5000,4.5000,4.5000,,
12/04/2005,,,,,,6.0400,5.0000,4.5000,4.5000,4.5000,,
13/04/2005,,,,,,6.0400,5.0000,4.5000,4.5000,4.5000,,
14/04/2005,,,,,,6.0400,5.0000,4.5000,4.5000,4.5000,,
15/04/2005,,,,,,6.1000,5.0000,4.5000,4.5000,4.5000,,
18/04/2005,,,,,,6.1200,5.0000,4.5000,4.5000,4.5000,,
19/04/2005,,,,,,6.1500,5.0000,4.5000,4.5000,4.5000,,
20/04/2005,,,,,,6.1500,5.0000,4.5000,4.5000,4.5000,,
22/04/2005,,,,,,6.1500,5.0000,4.5000,4.5000,4.5000,,
25/04/2005,,,,,,6.1800,5.0000,4.5000,4.5000,4.5000,,
26/04/2005,,,,,,6.2000,5.0000,4.5000,4.5000,4.5000,,
27/04/2005,,,,,,6.2000,5.0000,4.5000,4.5000,4.5000,,
28/04/2005,,,,,,6.2100,5.0000,4.5000,4.5000,4.5000,,
29/04/2005,,,,,,6.2800,5.0000,4.5000,4.5000,4.5000,,
02/05/2005,,,,,,6.2900,5.0000,4.5000,4.5000,4.5000,,
03/05/2005,,,,,,6.2900,5.0000,4.5000,4.5000,4.5000,,
04/05/2005,,,,,,6.3000,5.0000,4.5000,4.5000,4.5000,,
05/05/2005,,,,,,6.3000,5.0000,4.5000,4.5000,4.5000,,
06/05/2005,,,,,,6.3000,5.0000,4.5000,4.5000,4.5000,,
09/05/2005,,,,,,6.3000,5.0000,4.5000,4.5000,4.5000,,
10/05/2005,,,,,,6.3000,5.0000,4.5000,4.5000,4.5000,,
11/05/2005,,,,,,6.3900,5.0000,4.5000,4.5000,4.5000,,
12/05/2005,,,,,,6.3800,5.0000,4.5000,4.5000,4.5000,,
13/05/2005,,,,,,6.3900,5.0000,4.5000,4.5000,4.5000,,
16/05/2005,,,,,,6.3800,5.0000,4.5000,4.5000,4.5000,,
17/05/2005,,,,,,6.3800,5.0000,4.5000,4.5000,4.5000,,
18/05/2005,,,,,,6.3800,5.0000,4.5000,4.5000,4.5000,,
19/05/2005,,,,,,6.3800,5.0000,4.5000,4.5000,4.5000,,
20/05/2005,,,,,,6.3800,5.0000,4.5000,4.5000,4.5000,,
23/05/2005,,,,,,6.3800,5.0000,4.5000,4.5000,4.5000,,
24/05/2005,,,,,,6.3700,5.0000,4.5000,4.5000,4.5000,,
25/05/2005,,,,,,6.3500,5.0000,4.5000,4.5000,4.5000,,
27/05/2005,,,,,,6.3500,5.0000,4.5000,4.5000,4.5000,,
30/05/2005,,,,,,6.3500,5.0000,4.5000,4.5000,4.5000,,
31/05/2005,,,,,,6.3300,5.0000,4.5000,4.5000,4.5000,,
01/06/2005,,,,,,6.3300,5.0000,4.5000,4.5000,4.5000,,
02/06/2005,,,,,,6.3500,5.0000,4.5000,4.5000,4.5000,,
03/06/2005,,,,,,6.3200,5.0000,4.5000,4.5000,4.5000,,
06/06/2005,,,,,,6.3000,5.0000,4.5000,4.5000,4.5000,,
07/06/2005,,,,,,6.3000,5.0000,4.5000,4.5000,4.5000,,
08/06/2005,,,,,,6.3000,5.0000,4.5000,4.5000,4.5000,,
09/06/2005,,,,,,6.3000,5.0000,4.5000,4.5000,4.5000,,
10/06/2005,,,,,,6.2100,5.0000,4.5000,4.5000,4.5000,,
13/06/2005,,,,,,6.2100,5.0000,4.5000,4.5000,4.5000,,
14/06/2005,,,,,,6.2100,5.0000,4.5000,4.5000,4.5000,,
15/06/2005,,,,,,6.2100,5.0000,4.5000,4.5000,4.5000,,
16/06/2005,,,,,,6.2100,5.0000,4.5000,4.5000,4.5000,,
17/06/2005,,,,,,6.1600,5.0000,4.5000,4.5000,4.5000,,
20/06/2005,,,,,,6.1200,5.0000,4.5000,4.5000,4.5000,,
21/06/2005,,,,,,6.1000,5.0000,4.5000,4.5000,4.5000,,
22/06/2005,,,,,,6.1000,5.0000,4.5000,4.5000,4.5000,,
23/06/2005,,,,,,6.0900,5.0000,4.5000,4.5000,4.5000,,
24/06/2005,,,,,,6.0500,5.0000,4.5000,4.5000,4.5000,,
27/06/2005,,,,,,6.0000,5.0000,4.5000,4.5000,4.5000,,
28/06/2005,,,,,,6.0000,5.0000,4.5000,4.5000,4.5000,,
29/06/2005,,,,,,5.9900,5.0000,4.5000,4.5000,4.5000,,
30/06/2005,,,,,,5.9700,5.0000,4.5000,4.5000,4.5000,,
01/07/2005,,,,,,5.9400,5.0000,4.5000,4.5000,4.5000,,
04/07/2005,,,,,,5.9000,5.0000,4.5000,4.5000,4.5000,,
05/07/2005,,,,,,5.8900,5.0000,4.5000,4.5000,4.5000,,
06/07/2005,,,,,,5.8900,5.0000,4.5000,4.5000,4.5000,,
07/07/2005,,,,,,5.8600,5.0000,4.5000,4.5000,4.5000,,
08/07/2005,,,,,,5.7200,5.0000,4.5000,4.5000,4.5000,,
11/07/2005,,,,,,5.7300,5.0000,4.5000,4.5000,4.5000,,
12/07/2005,,,,,,5.7300,5.0000,4.5000,4.5000,4.5000,,
13/07/2005,,,,,,5.7300,5.0000,4.5000,4.5000,4.5000,,
14/07/2005,,,,,,5.7100,5.0000,4.5000,4.5000,4.5000,,
15/07/2005,,,,,,5.6700,5.0000,4.5000,4.5000,4.5000,,
18/07/2005,,,,,,5.6600,5.0000,4.5000,4.5000,4.5000,,
19/07/2005,,,,,,5.6400,5.0000,4.5000,4.5000,4.5000,,
20/07/2005,,,,,,5.6400,5.0000,4.5000,4.5000,4.5000,,
21/07/2005,,,,,,5.5900,5.0000,4.5000,4.5000,4.5000,,
22/07/2005,,,,,,5.5500,5.0000,4.5000,4.5000,4.5000,,
25/07/2005,,,,,,5.5500,5.0000,4.5000,4.5000,4.5000,,
26/07/2005,,,,,,5.5500,5.0000,4.5000,4.5000,4.5000,,
27/07/2005,,,,,,5.5500,5.0000,4.5000,4.5000,4.5000,,
28/07/2005,,,,,,5.5500,5.0000,4.5000,4.5000,4.5000,,
29/07/2005,,,,,,5.5400,5.0000,4.5000,4.5000,4.5000,,
01/08/2005,,,,,,5.5300,5.0000,4.5000,4.5000,4.5000,,
02/08/2005,,,,,,5.5300,5.0000,4.6000,4.5000,4.5000,,
03/08/2005,,,,,,5.5300,5.0000,4.6000,4.5000,4.5000,,
04/08/2005,,,,,,5.5200,5.0000,4.5500,4.5000,4.5000,,
05/08/2005,,,,,,5.5000,5.0000,4.5500,4.5000,4.5000,,
08/08/2005,,,,,,5.5000,5.0000,4.5000,4.5000,4.5000,,
09/08/2005,,,,,,5.5000,5.0000,4.5000,4.5000,4.5000,,
10/08/2005,,,,,,5.4400,5.0000,4.5000,4.5000,4.5000,,
11/08/2005,,,,,,5.4200,5.0000,4.5000,4.5000,4.5000,,
12/08/2005,,,,,,5.4000,4.9800,4.5000,4.5000,4.5000,,
15/08/2005,,,,,,5.4000,4.9500,4.5000,4.5000,4.5000,,
16/08/2005,,,,,,5.4000,4.9500,4.5000,4.5000,4.5000,,
17/08/2005,,,,,,5.3900,4.9500,4.5000,4.5000,4.5000,,
18/08/2005,,,,,,5.3500,5.0000,4.5000,4.5000,4.5000,,
19/08/2005,,,,,,5.3400,4.9600,4.5000,4.5000,4.5000,,
22/08/2005,,,,,,5.3000,4.9000,4.5000,4.5000,4.5000,,
23/08/2005,,,,,,5.3000,4.9000,4.5000,4.5000,4.5000,,
24/08/2005,,,,,,5.2600,4.9000,4.5000,4.5000,4.5000,,
25/08/2005,,,,,,5.2600,4.9000,4.5000,4.5000,4.5000,,
26/08/2005,,,,,,5.2600,4.9000,4.5000,4.5000,4.5000,,
29/08/2005,,,,,,5.2600,4.9000,4.5000,4.5000,4.5000,,
30/08/2005,,,,,,5.2600,4.9000,4.5000,4.5000,4.5000,,
31/08/2005,,,,,,5.2500,4.9000,4.5000,4.5000,4.5000,,
01/09/2005,,,,,,5.2500,4.9000,4.5000,4.5000,4.5000,,
02/09/2005,,,,,,5.2300,4.8500,4.5000,4.5000,4.5000,,
05/09/2005,,,,,,5.2200,4.8000,4.5000,4.5000,4.5000,,
06/09/2005,,,,,,5.2400,4.8000,4.5000,4.5000,4.5000,,
08/09/2005,,,,,,5.2100,4.8000,4.5000,4.5000,4.5000,,
09/09/2005,,,,,,5.2000,4.8000,4.5000,4.5000,4.5000,,
12/09/2005,,,,,,5.1900,4.8000,4.5000,4.5000,4.5000,,
13/09/2005,,,,,,5.2100,4.8000,4.5000,4.5000,4.5000,,
14/09/2005,,,,,,5.2100,4.8000,4.5000,4.5000,4.5000,,
15/09/2005,,,,,,5.2100,4.8000,4.5000,4.5000,4.5000,,
16/09/2005,,,,,,5.2100,4.8000,4.5000,4.5000,4.5000,,
19/09/2005,,,,,,5.2100,4.8000,4.5000,4.5000,4.5000,,
20/09/2005,,,,,,5.2100,4.8000,4.5000,4.5000,4.5000,,
21/09/2005,,,,,,5.2100,4.7000,4.5000,4.5000,4.5000,,
22/09/2005,,,,,,5.2100,4.6500,4.5000,4.5000,4.5000,,
23/09/2005,,,,,,5.2100,4.6400,4.5000,4.5000,4.5000,,
26/09/2005,,,,,,5.2100,4.6500,4.5000,4.5000,4.5000,,
27/09/2005,,,,,,5.2100,4.6500,4.5000,4.5000,4.5000,,
28/09/2005,,,,,,5.2100,4.6500,4.5000,4.5000,4.5000,,
29/09/2005,,,,,,5.2100,4.6500,4.5000,4.5000,4.5000,,
30/09/2005,,,,,,5.2100,4.6300,4.5000,4.5000,4.5000,,
03/10/2005,,,,,,5.2100,4.6200,4.5000,4.5000,4.5000,,
04/10/2005,,,,,,5.2100,4.6200,4.5000,4.5000,4.5000,,
05/10/2005,,,,,,5.2100,4.6200,4.5000,4.5000,4.5000,,
06/10/2005,,,,,,5.2100,4.6000,4.5000,4.5000,4.5000,,
07/10/2005,,,,,,5.2200,4.6000,4.5000,4.5000,4.5000,,
10/10/2005,,,,,,5.2300,4.6000,4.5000,4.5000,4.5000,,
11/10/2005,,,,,,5.2300,4.6000,4.5000,4.5000,4.5000,,
13/10/2005,,,,,,5.2200,4.6100,4.5000,4.5000,4.5000,,
14/10/2005,,,,,,5.2200,4.6000,4.5000,4.5000,4.5000,,
17/10/2005,,,,,,5.2400,4.6000,4.5000,4.5000,4.5000,,
18/10/2005,,,,,,5.2500,4.6000,4.5000,4.5000,4.5000,,
19/10/2005,,,,,,5.2600,4.6000,4.5000,4.5000,4.5000,,
20/10/2005,,,,,,5.3000,4.6000,4.5000,4.5000,4.5000,,
21/10/2005,,,,,,5.3100,4.6000,4.5000,4.5000,4.5000,,
24/10/2005,,,,,,5.3000,4.6000,4.5000,4.5000,4.5000,,
25/10/2005,,,,,,5.3000,4.6000,4.5000,4.5000,4.5000,,
26/10/2005,,,,,,5.3000,4.6000,4.5000,4.5000,4.5000,,
27/10/2005,,,,,,5.3100,4.6000,4.5000,4.5000,4.5000,,
28/10/2005,,,,,,5.3100,4.6000,4.5000,4.5000,4.5000,,
31/10/2005,,,,,,5.3100,4.6000,4.5000,4.5000,4.5000,,
01/11/2005,,,,,,5.3100,4.6000,4.5000,4.5000,4.5000,,
03/11/2005,,,,,,5.3100,4.6000,4.5000,4.5000,4.5000,,
04/11/2005,,,,,,5.3300,4.6000,4.5000,4.5000,4.5000,,
07/11/2005,,,,,,5.3300,4.6000,4.5000,4.5000,4.5000,,
08/11/2005,,,,,,5.3300,4.6000,4.5000,4.5000,4.5000,,
09/11/2005,,,,,,5.3400,4.5800,4.5000,4.5000,4.5000,,
10/11/2005,,,,,,5.5200,4.6000,4.5000,4.5000,4.5000,,
11/11/2005,,,,,,5.5200,4.6000,4.5000,4.5000,4.5000,,
14/11/2005,,,,,,5.5200,4.6000,4.5000,4.5000,4.5000,,
16/11/2005,,,,,,5.5300,4.6000,4.5000,4.5000,4.5000,,
17/11/2005,,,,,,5.5300,4.5800,4.5000,4.5000,4.5000,,
18/11/2005,,,,,,5.5300,4.5500,4.5000,4.5000,4.5000,,
21/11/2005,,,,,,5.5200,4.5500,4.5000,4.5000,4.5000,,
22/11/2005,,,,,,5.5200,4.5500,4.5000,4.5000,4.5000,,
23/11/2005,,,,,,5.5500,4.5500,4.5000,4.5000,4.5000,,
24/11/2005,,,,,,5.5700,4.5500,4.5000,4.5000,4.5000,,
25/11/2005,,,,,,5.5900,4.5500,4.5000,4.5000,4.5000,,
28/11/2005,,,,,,5.6100,4.5500,4.5000,4.5000,4.5000,,
29/11/2005,,,,,,5.6200,4.5300,4.5000,4.5000,4.5000,,
30/11/2005,,,,,,5.6300,4.5200,4.5000,4.5000,4.5000,,
01/12/2005,,,,,,5.6300,4.5200,4.5000,4.5000,4.5000,,
02/12/2005,,,,,,5.6300,4.5100,4.5000,4.5000,4.5000,,
05/12/2005,,,,,,5.6300,4.5100,4.5000,4.5000,4.5000,,
06/12/2005,,,,,,5.6300,4.5100,4.5000,4.5000,4.5000,,
07/12/2005,,,,,,5.6400,4.5000,4.5000,4.5000,4.4900,,
08/12/2005,,,,,,5.6400,4.5000,4.5000,4.5000,4.4900,,
09/12/2005,,,,,,5.6800,4.5000,4.5000,4.5000,4.4900,,
12/12/2005,,,,,,5.6800,4.5000,4.5000,4.5000,4.5000,,
13/12/2005,,,,,,5.6800,4.5000,4.5000,4.5000,4.5000,,
14/12/2005,,,,,,5.6800,4.5000,4.5000,4.5000,4.5000,,
15/12/2005,,,,,,5.6800,4.5200,4.5000,4.5000,4.5000,,
16/12/2005,,,,,,5.6800,4.5000,4.5000,4.5000,4.5000,,
19/12/2005,,,,,,5.6800,4.5000,4.5000,4.5000,4.5000,,
20/12/2005,,,,,,5.6800,4.5000,4.5000,4.5000,4.5000,,
21/12/2005,,,,,,5.6800,4.5000,4.5000,4.5000,4.5000,,
22/12/2005,,,,,,5.6800,4.5000,4.5000,4.5000,4.5000,,
23/12/2005,,,,,,5.6800,4.5000,4.5000,4.5000,4.5000,,
26/12/2005,,,,,,5.6800,4.5000,4.5000,4.5000,4.5000,,
27/12/2005,,,,,,5.6800,4.5000,4.5000,4.5000,4.5000,,
28/12/2005,,,,,,5.6800,4.5000,4.5000,4.5000,4.5000,,
29/12/2005,,,,,,5.6800,4.5000,4.5000,4.5000,4.5000,,
30/12/2005,,,,,,5.6800,4.5000,4.5000,4.5000,4.5000,,
02/01/2006,,,,,,5.6800,4.5000,4.5000,4.5000,4.5000,,
03/01/2006,,,,,,5.6800,4.5000,4.5000,4.5000,4.5000,,
04/01/2006,,,,,,5.6800,4.5000,4.5000,4.5000,4.5000,,
05/01/2006,,,,,,5.6800,4.5000,4.5000,4.5000,4.5000,,
06/01/2006,,,,,,5.6800,4.5000,4.5000,4.5000,4.4900,,
09/01/2006,,,,,,5.6800,4.5000,4.5000,4.5000,4.5000,,
10/01/2006,,,,,,5.6800,4.5000,4.5000,4.5000,4.5000,,
11/01/2006,,,,,,5.6800,4.5000,4.5000,4.5000,4.5000,,
12/01/2006,,,,,,,4.5700,4.5000,4.5000,4.5000,4.8500,
13/01/2006,,,,,,,4.5800,4.5000,4.5000,4.5000,4.5000,
16/01/2006,,,,,,,4.5800,4.5000,4.5000,4.5000,4.5000,
17/01/2006,,,,,,,4.5800,4.5000,4.5000,4.5000,4.5000,
18/01/2006,,,,,,,4.5900,4.5000,4.5000,4.5000,4.5000,
19/01/2006,,,,,,,4.6000,4.5000,4.5000,4.5000,4.5000,
20/01/2006,,,,,,,4.6100,4.5000,4.5000,4.5000,4.5000,
23/01/2006,,,,,,,4.6000,4.5000,4.4900,4.4900,4.5000,
24/01/2006,,,,,,,4.6000,4.5000,4.4900,4.4900,4.5000,
25/01/2006,,,,,,,4.6000,4.5000,4.4900,4.4900,4.5000,
26/01/2006,,,,,,,4.6000,4.5000,4.4000,4.3000,4.5000,
27/01/2006,,,,,,,4.6000,4.5000,4.4000,4.3000,4.5000,
30/01/2006,,,,,,,4.6100,4.5000,4.4000,4.3900,4.5000,
31/01/2006,,,,,,,4.6100,4.5000,4.4400,4.4900,4.5000,
01/02/2006,,,,,,,4.6200,4.5000,4.4400,4.4900,4.5000,
02/02/2006,,,,,,,4.6500,4.5000,4.4400,4.3900,4.5000,
03/02/2006,,,,,,,4.6600,4.5000,4.4900,4.4900,4.5000,
06/02/2006,,,,,,,4.6700,4.5000,4.5000,4.5000,4.5000,
07/02/2006,,,,,,,4.6700,4.5000,4.5000,4.5000,4.5000,
08/02/2006,,,,,,,4.6400,4.5000,4.5000,4.5000,4.5000,
09/02/2006,,,,,,,4.7000,4.5000,4.5000,4.5000,4.5000,
10/02/2006,,,,,,,4.6600,4.5000,4.5000,4.5000,4.5000,
13/02/2006,,,,,,,4.6500,4.5000,4.5000,4.4900,4.5000,
14/02/2006,,,,,,,4.6500,4.5000,4.5000,4.4900,4.5000,
15/02/2006,,,,,,,4.6400,4.5000,4.5000,4.4800,4.5000,
16/02/2006,,,,,,,4.6400,4.5000,4.5000,4.3900,4.5000,
17/02/2006,,,,,,,4.6400,4.5000,4.5000,4.3900,4.5000,
20/02/2006,,,,,,,4.6200,4.5000,4.5000,4.3900,4.5000,
21/02/2006,,,,,,,4.5800,4.5000,4.5000,4.3500,4.5000,
22/02/2006,,,,,,,4.5900,4.5000,4.5000,4.3500,4.5000,
23/02/2006,,,,,,,4.5900,4.5000,4.5000,4.3500,4.5000,
24/02/2006,,,,,,,4.5900,4.5000,4.5000,4.3500,4.5000,
01/03/2006,,,,,,,4.5900,4.5000,4.5000,4.4400,4.5000,
02/03/2006,,,,,,,4.5600,4.5000,4.5000,4.4400,4.5000,
03/03/2006,,,,,,,4.5600,4.5000,4.5000,4.4400,4.5000,
06/03/2006,,,,,,,4.5600,4.5000,4.5000,4.4400,4.5000,
07/03/2006,,,,,,,4.5800,4.5000,4.5000,4.4400,4.5000,
08/03/2006,,,,,,,4.5800,4.5000,4.5000,4.4400,4.5000,
09/03/2006,,,,,,,4.5800,4.5000,4.5000,4.3500,4.5000,
10/03/2006,,,,,,,4.5500,4.5000,4.5000,4.3500,4.5000,
13/03/2006,,,,,,,4.5500,4.5000,4.5000,4.4000,4.5000,
14/03/2006,,,,,,,4.5500,4.5000,4.5000,4.4000,4.5000,
15/03/2006,,,,,,,4.5400,4.5000,4.5000,4.4000,4.5000,
16/03/2006,,,,,,,4.5400,4.5000,4.5000,4.4000,4.5000,
17/03/2006,,,,,,,4.5500,4.5000,4.5000,4.4000,4.5000,
20/03/2006,,,,,,,4.5600,4.5000,4.5000,4.4000,4.5000,
21/03/2006,,,,,,,4.5500,4.5000,4.5000,4.4000,4.5000,
22/03/2006,,,,,,,4.5800,4.5000,4.5000,4.4000,4.5000,
23/03/2006,,,,,,,4.5500,4.5000,4.5000,4.3500,4.5000,
24/03/2006,,,,,,,4.5700,4.5000,4.5000,4.3500,4.5000,
27/03/2006,,,,,,,4.5400,4.5000,4.5000,4.3000,4.5000,
28/03/2006,,,,,,,4.5200,4.5000,4.5000,4.3000,4.5000,
29/03/2006,,,,,,,4.5200,4.5000,4.5000,4.3000,4.5000,
30/03/2006,,,,,,,4.5200,4.5000,4.5000,4.3000,4.5000,
31/03/2006,,,,,,,4.5000,4.5000,4.5000,4.3000,4.5000,
03/04/2006,,,,,,,4.5000,4.5000,4.5000,4.3000,4.5000,
04/04/2006,,,,,,,4.5000,4.5000,4.5000,4.3000,4.5000,
05/04/2006,,,,,,,4.5000,4.5000,4.5000,4.3000,4.5000,
06/04/2006,,,,,,,4.5000,4.5000,4.4900,4.3000,4.3000,
07/04/2006,,,,,,,4.4700,4.5000,4.4500,4.3000,4.3000,
10/04/2006,,,,,,,4.4600,4.5000,4.5000,4.3000,4.3000,
11/04/2006,,,,,,,4.4500,4.5000,4.5000,4.3000,4.3000,
12/04/2006,,,,,,,4.4300,4.5000,4.5000,4.3000,4.3000,
13/04/2006,,,,,,,4.4300,4.5000,4.5000,4.3000,4.3000,
17/04/2006,,,,,,,4.4500,4.5000,4.5000,4.3000,4.3000,
18/04/2006,,,,,,,4.4500,4.5000,4.5000,4.3000,4.3000,
19/04/2006,,,,,,,4.4500,4.5000,4.5000,4.3000,4.4000,
20/04/2006,,,,,,,4.4200,4.5000,4.5000,4.3000,4.4000,
24/04/2006,,,,,,,4.4200,4.5000,4.5000,4.3500,4.4000,
25/04/2006,,,,,,,4.4000,4.5000,4.5000,4.3000,4.4000,
26/04/2006,,,,,,,4.3800,4.5000,4.5000,4.3000,4.4000,
27/04/2006,,,,,,,4.3600,4.5000,4.5000,4.3000,4.4000,
28/04/2006,,,,,,,4.3600,4.5000,4.5000,4.3000,4.4500,
02/05/2006,,,,,,,4.3600,4.5000,4.5000,4.3000,4.4500,
03/05/2006,,,,,,,4.3600,4.5000,4.5000,4.3000,4.4000,
04/05/2006,,,,,,,4.3400,4.5000,4.5000,4.3000,4.3500,
05/05/2006,,,,,,,4.3300,4.5000,4.5000,4.3000,4.3500,
08/05/2006,,,,,,,4.3400,4.5000,4.5000,4.3000,4.3500,
09/05/2006,,,,,,,4.3400,4.5000,4.5000,4.3000,4.4000,
10/05/2006,,,,,,,4.3200,4.5000,4.5000,4.3000,4.3000,
11/05/2006,,,,,,,4.3200,4.5000,4.5000,4.3000,4.3000,
12/05/2006,,,,,,,4.3200,4.5000,4.5000,4.3000,4.3000,
15/05/2006,,,,,,,4.3500,4.5000,4.5000,4.3000,4.3000,
16/05/2006,,,,,,,4.3400,4.5000,4.5000,4.3000,4.3000,
17/05/2006,,,,,,,4.3200,4.5000,4.5000,4.3000,4.3000,
18/05/2006,,,,,,,4.3200,4.5000,4.5000,4.3000,4.3000,
19/05/2006,,,,,,,4.3200,4.5000,4.5000,4.3000,4.3000,
22/05/2006,,,,,,,4.3200,4.5000,4.5000,4.3000,4.3000,
23/05/2006,,,,,,,4.3200,4.5000,4.5000,4.3000,4.3000,
24/05/2006,,,,,,,4.3200,4.5000,4.5000,4.3000,4.3000,
25/05/2006,,,,,,,4.3000,4.5000,4.5000,4.3000,4.3000,
26/05/2006,,,,,,,4.3200,4.5000,4.5000,4.3000,4.3000,
29/05/2006,,,,,,,4.3200,4.5000,4.5000,4.3000,4.3000,
30/05/2006,,,,,,,4.3200,4.5000,4.5000,4.3000,4.3000,
31/05/2006,,,,,,,4.3300,4.5000,4.5000,4.3000,4.3000,
01/06/2006,,,,,,,4.3200,4.5000,4.5000,4.3000,4.3000,
